objectid,objectnumber,title,displaydate,datebegin,dateend,displaymaker,displayculture,displayperiod,medium,classification,displaygeography,accessionyear,department
86302,x1975-78.21,"Angel Bearing a Palm. Head, in Profile to the Left",1933,1933,1933,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,"Place made: North America, United States, Massachusetts, Northampton",1975-01-01,Photography
86213,x1975-76.62,"Tympanum. Christ-Child in the Act of Benediction. Head, Facing Front",1929,1929,1929,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,"Place made: North America, United States, Massachusetts, Northampton",1975-01-01,Photography
86205,x1975-76.54,"Tympanum. Adoring Putto to Observer's Left, As Seen from in Front of the Tabernacle",1929,1929,1929,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,"Place made: North America, United States, Massachusetts, Northampton",1975-01-01,Photography
86216,x1975-76.65,Tympanum. Christ-Child in the Act of Benedicition. Legs,1929,1929,1929,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,"Place made: North America, United States, Massachusetts, Northampton",1975-01-01,Photography
86207,x1975-76.56,"Tympanum. Adoring Putto to Observer's Left. Head, Facing One Half Right",1929,1929,1929,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,"Place made: North America, United States, Massachusetts, Northampton",1975-01-01,Photography
86288,x1975-78.7,Base. Bull-slayer,1933,1933,1933,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,"Place made: North America, United States, Massachusetts, Northampton",1975-01-01,Photography
86308,x1975-78.27,"Tondo Relief of the Madonna and Child. Cherub's Head in the Frame, to the Madonna's Right",1933,1933,1933,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,"Place made: North America, United States, Massachusetts, Northampton",1975-01-01,Photography
86165,x1975-76.14,Figure Whose Left Hand Supports Candelabrum. Legs Facing One Half Right,1929,1929,1929,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,"Place depicted: Europe, Italy, Florence, San Lorenzo Church",1975-01-01,Photography
86155,x1975-76.4,"The Pietà, Christ's Left Arm",1929,1929,1929,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,"Place made: North America, United States, Massachusetts, Northampton",1975-01-01,Photography
86315,x1975-78.34,Cherub's Head at the Top of the Tomb. Whole,1933,1933,1933,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,"Place made: North America, United States, Massachusetts, Northampton",1975-01-01,Photography
86209,x1975-76.58,Tympanum. Adoring Putto to Observer's Left. Drapery,1929,1929,1929,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,"Place made: North America, United States, Massachusetts, Northampton",1975-01-01,Photography
86314,x1975-78.33,Flying Angel About the Foot of the Bier. Feet and Flying Drapery,1933,1933,1933,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,"Place made: North America, United States, Massachusetts, Northampton",1975-01-01,Photography
86229,x1975-75.12,Pediment. Two Figures with Horses. Tails of Horses,1929,1929,1929,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,"Place made: North America, United States, Massachusetts, Northampton",1975-01-01,Photography
86169,x1975-76.18,"Figure Whose Right Hand Supports Candelabrum. Head, in Profile to Observer's Left",1929,1929,1929,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,"Place made: North America, United States, Massachusetts, Northampton",1975-01-01,Photography
13895,x1977-51 i,Head and shoulders of Mayan terracotta figurine of seated woman,1924–40,1924,1940,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,,1977-01-01,Photography
86160,x1975-76.9,Figure Whose Left Hand Supports Candelabrum. Head Facing Front,1929,1929,1929,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,"Place made: North America, United States, Massachusetts, Northampton",1975-01-01,Photography
13911,x1977-51 l,Terracotta figurine of man seated cross-legged,1924–40,1924,1940,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,,1977-01-01,Photography
86285,x1975-78.4,Base. Cornucopia,1933,1933,1933,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,"Place made: North America, United States, Massachusetts, Northampton",1975-01-01,Photography
86194,x1975-76.43,Pilaster to Observer's Right. Capital,1929,1929,1929,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,"Place made: North America, United States, Massachusetts, Northampton",1975-01-01,Photography
86204,x1975-76.53,Tympanum. Head of Cherub to Observer's Right,1929,1929,1929,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,"Place made: North America, United States, Massachusetts, Northampton",1975-01-01,Photography
86374,x1975-77.32 c,Inscribed Slab. Hands and Arms of the Putto to Observer's Left,1932,1932,1932,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,"Place made: North America, United States, Massachusetts, Northampton",1975-01-01,Photography
86350,x1975-77.1 b,Christ as the Redeemer. Drapery Falling from the Throne of Cloud,1932,1932,1932,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,"Place made: North America, United States, Massachusetts, Northampton",1975-01-01,Photography
86373,x1975-77.32 b,Inscribed Slab. Head of the Putto to Observer's Left,1932,1932,1932,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,"Place made: North America, United States, Massachusetts, Northampton",1975-01-01,Photography
86180,x1975-76.29,Adoring Angels in Relief Entering from Observer's Right,1929,1929,1929,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,"Place made: North America, United States, Massachusetts, Northampton",1975-01-01,Photography
86295,x1975-78.14,Putto at the Foot of the Bier. Left Arm and Hand,1933,1933,1933,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,"Place made: North America, United States, Massachusetts, Northampton",1975-01-01,Photography
86292,x1975-78.11,Putto at the Head of the Bier. Whole,1933,1933,1933,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,"Place made: North America, United States, Massachusetts, Northampton",1975-01-01,Photography
86235,x1975-75.18,West Frieze. Athena. Drapery,1929,1929,1929,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,"Place made: North America, United States, Massachusetts, Northampton",1975-01-01,Photography
86228,x1975-75.11,Pediment. Two Figures with Horses at Right,1929,1929,1929,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,"Place made: North America, United States, Massachusetts, Northampton",1975-01-01,Photography
86168,x1975-76.17,"Figure Whose Right Hand Supports Candelabrum. Head, Facing One Half Right",1929,1929,1929,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,"Place made: North America, United States, Massachusetts, Northampton",1975-01-01,Photography
86294,x1975-78.13,"Putto at the Foot of the Bier. Head, Facing Left",1933,1933,1933,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,"Place made: North America, United States, Massachusetts, Northampton",1975-01-01,Photography
86223,x1975-75.6,Pediment. Manes of Horses at Left,1929,1929,1929,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,"Place made: North America, United States, Massachusetts, Northampton",1975-01-01,Photography
86215,x1975-76.64,"Tympanum. Christ-Child in the Act of Benediction. Head, in Profile to Observer's Left",1929,1929,1929,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,"Place made: North America, United States, Massachusetts, Northampton",1975-01-01,Photography
86183,x1975-76.32,Keystone of the Arch Above the Vestibule,1929,1929,1929,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,"Place made: North America, United States, Massachusetts, Northampton",1975-01-01,Photography
86196,x1975-76.45,Frieze. Decorative Motif Between Cherub Heads to the Observer's Left,1929,1929,1929,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,"Place made: North America, United States, Massachusetts, Northampton",1975-01-01,Photography
86184,x1975-76.33,Head of a Cherub in the Spandrel to Observer's Left,1929,1929,1929,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,"Place made: North America, United States, Massachusetts, Northampton",1975-01-01,Photography
86178,x1975-76.27,Vaulted Vestibule in Relief Leading to the Door of the Sacrement,1929,1929,1929,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,"Place made: North America, United States, Massachusetts, Northampton",1975-01-01,Photography
86289,x1975-78.8,Base. Vase,1933,1933,1933,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,"Place made: North America, United States, Massachusetts, Northampton",1975-01-01,Photography
40053,x1983-657,Portrait of Phoebe B. White,1914,1914,0,"Clarence H. White, American, 1871–1925",,,Unknown,Photographs,"Place made: North America, United States",1983-01-01,Photography Archives
86258,x1975-75.41,"North Frieze, Corner Block. Hephaistos and Two Female Figures",1929,1929,1929,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,"Place made: North America, United States, Massachusetts, Northampton",1975-01-01,Photography
86259,x1975-75.42,"North Frieze, Corner Block. Hephaistos and His Bellows",1929,1929,1929,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,"Place made: North America, United States, Massachusetts, Northampton",1975-01-01,Photography
86153,x1975-76.2,The Pietà,1929,1929,1929,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,"Place made: North America, United States, Massachusetts, Northampton",1975-01-01,Photography
86189,x1975-76.38,Pilaster to Observer's Left. Small Vase and Sprays of Foliage,1929,1929,1929,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,"Place made: North America, United States, Massachusetts, Northampton",1975-01-01,Photography
86245,x1975-75.28,South Frieze. The Rape of a Daughter of Leukippos. Legs and Drapery,1929,1929,1929,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,"Place made: North America, United States, Massachusetts, Northampton",1975-01-01,Photography
86267,x1975-75.50,"North Frieze. Combat of Apollo, Artemis and Dionysus with Three Giants. The Three Giants",1929,1929,1929,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,"Place made: North America, United States, Massachusetts, Northampton",1975-01-01,Photography
86273,x1975-75.56,North Frieze. Combat of Athena and Two Giants. The Two Giants,1929,1929,1929,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,"Place made: North America, United States, Massachusetts, Northampton",1975-01-01,Photography
86270,x1975-75.53,North Frieze. Combat of Zeus (?) and Two Giants. Head of Second Giant,1929,1929,1929,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,"Place made: North America, United States, Massachusetts, Northampton",1975-01-01,Photography
86182,x1975-76.31,"Capital and Entablature, to Observer's Left, of the Order Enclosing the Vestibule",1929,1929,1929,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,"Place made: North America, United States, Massachusetts, Northampton",1975-01-01,Photography
86236,x1975-75.19,West Frieze. Aphrodite Descending from Her Chariot,1929,1929,1929,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,"Place made: North America, United States, Massachusetts, Northampton",1975-01-01,Photography
86238,x1975-75.21,West Frieze. Aphrodite (?). Head,1929,1929,1929,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,"Place made: North America, United States, Massachusetts, Northampton",1975-01-01,Photography
86284,x1975-78.3,Base. Lion's Head,1933,1933,1933,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,"Place made: North America, United States, Massachusetts, Northampton",1975-01-01,Photography
50414,x1983-684,Study in Black and White,1907,1907,1907,"Clarence H. White, American, 1871–1925",,,Platinum print,Photographs,"Place made: North America, United States",1983-01-01,Photography Archives
44174,x1983-592,Jane Felix White at window,ca. 1895–1900,1895,1900,"Clarence H. White, American, 1871–1925",,,Cyanotype,Photographs,"Place made: North America, United States",1983-01-01,Photography Archives
50724,x1983-1081,Horace Traubel,1909,1909,1909,"Clarence H. White, American, 1871–1925",,,Platinum print,Photographs,"Place made: North America, United States",1983-01-01,Photography Archives
40036,x1983-815,"House, Connecticut (?)",ca. 1915–1920,1915,1920,"Clarence H. White, American, 1871–1925",,,Platinum print,Photographs,,1983-01-01,Photography Archives
42531,x1983-771,Telegraph Poles [1/2],1898,1898,1898,"Clarence H. White, American, 1871–1925",,,Gum dichromate print,Photographs,"Place made: North America, United States",1983-01-01,Photography Archives
41328,x1983-511,Letitia Felix walking in landscape,ca. 1905,1905,1905,"Clarence H. White, American, 1871–1925",,,Platinum print with graphite,Photographs,"Place made: North America, United States",1983-01-01,Photography Archives
50500,x1983-1001,"Shipbuilding, Bath, Maine [29/55]",1917,1917,1917,"Clarence H. White, American, 1871–1925",,,Platinum print,Photographs,"Place made: North America, United States, Maine, Bath",1983-01-01,Photography Archives
42861,x1983-485,Woman in woods,ca. 1896–1897,1896,1897,"Clarence H. White, American, 1871–1925",,,Unknown,Photographs,"Place made: North America, United States",1983-01-01,Photography Archives
50784,x1983-768,"Church, South Canaan, Connecticut [11/12]",ca. 1916,1916,1916,"Clarence H. White, American, 1871–1925",,,Platinum print,Photographs,"Place made: North America, United States, Connecticut, South Canaan",1983-01-01,Photography Archives
50749,x1983-890,"Landscape, Connecticut (?) [2/2]",ca. 1915–1920,1915,1920,"Clarence H. White, American, 1871–1925",,,Platinum print,Photographs,"Place made: North America, United States, Connecticut",1983-01-01,Photography Archives
50614,x1983-365,,1907,1907,1907,"Clarence H. White, American, 1871–1925",,,Unknown,Photographs,"Place made: North America, United States",1983-01-01,Photography Archives
39106,x1983-1078,John Burroughs,ca. 1917,1912,1922,"Clarence H. White, American, 1871–1925",,,Platinum print,Photographs,"Place made: North America, United States",1983-01-01,Photography Archives
129327,2010-102.22 i,The Pipes of Pan,1905,1905,1905,"Clarence H. White, American, 1871–1925",,,Photogravure,Photographs,"Place made: North America, United States, Maine",2010-01-01,Photography
40160,x1983-875,"Seascape, Maine [1/2]",ca. 1915–1920,1915,1920,"Clarence H. White, American, 1871–1925",,,Platinum print,Photographs,"Place made: North America, United States, Maine",1983-01-01,Photography Archives
50747,x1983-1052,Portrait of a seated man [16/17],ca. 1915,1915,1915,"Clarence H. White, American, 1871–1925",,,Platinum print,Photographs,"Place made: North America, United States",1983-01-01,Photography Archives
50516,x1983-1017,"Shipbuilding, Bath, Maine [45/55]",1917,1917,1917,"Clarence H. White, American, 1871–1925",,,Platinum print,Photographs,"Place made: North America, United States, Maine, Bath",1983-01-01,Photography Archives
40433,x1983-295,Lady with Horse (Connecticut),ca. 1915–1920,1915,1920,"Clarence H. White, American, 1871–1925",,,Platinum print,Photographs,"Place made: North America, United States, Connecticut",1983-01-01,Photography Archives
129252,2010-102.9 a,The Orchard,1898,1898,1898,"Clarence H. White, American, 1871–1925",,,Photogravure,Photographs,"Place made: North America, United States, Ohio, Newark",2010-01-01,Photography
50771,x1983-754,"House and gardens in South Canaan, Connecticut [10/14]",ca. 1916,1916,1916,"Clarence H. White, American, 1871–1925",,,Platinum print,Photographs,"Place made: North America, United States, Connecticut, South Canaan",1983-01-01,Photography Archives
39983,x1983-1037,Portrait of a seated man [1/17],ca. 1915,1915,0,"Clarence H. White, American, 1871–1925",,,Platinum print,Photographs,"Place made: North America, United States",1983-01-01,Photography Archives
50790,x1983-302,Processional at Barnard College,ca. 1918,1918,1918,"Clarence H. White, American, 1871–1925",,,Waxed platinum print,Photographs,"Place made: North America, United States, New York, New York",1983-01-01,Photography Archives
129334,2010-102.22 p,Girl with Rose,1903,1903,1903,"Clarence H. White, American, 1871–1925",,,Photogravure,Photographs,"Place made: North America, United States, New York, New York",2010-01-01,Photography
50509,x1983-1010,"Shipbuilding, Bath, Maine [38/55]",1917,1917,1917,"Clarence H. White, American, 1871–1925",,,Platinum print,Photographs,"Place made: North America, United States, Maine, Bath",1983-01-01,Photography Archives
50522,x1983-1023,"Shipbuilding, Bath, Maine [51/55]",1917,1917,1917,"Clarence H. White, American, 1871–1925",,,Platinum print,Photographs,"Place made: North America, United States, Maine, Bath",1983-01-01,Photography Archives
40023,x1983-718,Figure of a Dancer,ca. 1910,1905,1915,"Clarence H. White, American, 1871–1925",,,Platinum print,Photographs,"Place made: North America, United States",1983-01-01,Photography Archives
39086,x1983-1106,The Surgeon [Dr. Alexander Bryan Johnson],ca. 1916,1916,1916,"Clarence H. White, American, 1871–1925",,,Platinum print,Photographs,"Place made: North America, United States",1983-01-01,Photography Archives
50783,x1983-767,"Church, South Canaan, Connecticut [10/12]",ca. 1916,1916,1916,"Clarence H. White, American, 1871–1925",,,Platinum print,Photographs,"Place made: North America, United States, Connecticut, South Canaan",1983-01-01,Photography Archives
50615,x1983-1295,,1907,1907,1907,"Clarence H. White, American, 1871–1925",,,Platinum print,Photographs,"Place made: North America, United States",1983-01-01,Photography Archives
50779,x1983-763,"Church, South Canaan, Connecticut [6/12]",ca. 1916,1916,1916,"Clarence H. White, American, 1871–1925",,,Platinum print,Photographs,"Place made: North America, United States, Connecticut, South Canaan",1983-01-01,Photography Archives
50452,x1983-986,"Shipbuilding, Bath, Maine [14/55]",1917,1917,1917,"Clarence H. White, American, 1871–1925",,,Platinum print,Photographs,"Place made: North America, United States, Maine, Bath",1983-01-01,Photography Archives
43084,x1983-1108,Portrait of Baron de Meyer [1/3],ca. 1912,1912,1912,"Clarence H. White, American, 1871–1925",,,Platinum print,Photographs,"Place made: North America, United States",1983-01-01,Photography Archives
41052,x1983-574,Morning—The Bathroom,ca. 1906,1906,1906,"Clarence H. White, American, 1871–1925",,,Platinum print with graphite,Photographs,"Place made: North America, United States",1983-01-01,Photography Archives
50723,x1983-1120,Portrait of a man [4/4],1915,1915,1915,"Clarence H. White, American, 1871–1925",,,Platinum print,Photographs,"Place made: North America, United States",1983-01-01,Photography Archives
50773,x1983-756,"House and gardens in South Canaan, Connecticut [12/14]",ca. 1916,1916,1916,"Clarence H. White, American, 1871–1925",,,Platinum print,Photographs,"Place made: North America, United States, Connecticut, South Canaan",1983-01-01,Photography Archives
50780,x1983-764,"Church, South Canaan, Connecticut [7/12]",ca. 1916,1916,1916,"Clarence H. White, American, 1871–1925",,,Gelatin silver print,Photographs,"Place made: North America, United States, Connecticut, South Canaan",1983-01-01,Photography Archives
86230,x1975-75.13,West Frieze. Athena Mounting Her Chariot,1929,1929,1929,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,"Place made: North America, United States, Massachusetts, Northampton",1975-01-01,Photography
86260,x1975-75.43,"North Frieze, Corner Block. Female Figure Next to Hephaistos. Head and Torso",1929,1929,1929,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,"Place made: North America, United States, Massachusetts, Northampton",1975-01-01,Photography
86249,x1975-75.32,East Frieze. Third Seated Figure. (Apollo?) Head and Torso,1929,1929,1929,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,"Place made: North America, United States, Massachusetts, Northampton",1975-01-01,Photography
86269,x1975-75.52,North Frieze. Combat of Zeus (?) and Two Giants. Forlegs of Horses ,1929,1929,1929,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,"Place made: North America, United States, Massachusetts, Northampton",1975-01-01,Photography
86248,x1975-75.31,East Frieze. Second Seated Goddess. (Artemis ?) Drapery,1929,1929,1929,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,"Place made: North America, United States, Massachusetts, Northampton",1975-01-01,Photography
86244,x1975-75.27,South Frieze. The Rape of a Daughter of Leukippos. Arms and Drapery,1929,1929,1929,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,"Place made: North America, United States, Massachusetts, Northampton",1975-01-01,Photography
86252,x1975-75.35,East Frieze. Athena. Drapery,1929,1929,1929,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,"Place made: North America, United States, Massachusetts, Northampton",1975-01-01,Photography
86306,x1975-78.25,Tondo Relief of the Madonna and Child. Head of the Madonna,1933,1933,1933,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,"Place made: North America, United States, Massachusetts, Northampton",1975-01-01,Photography
86224,x1975-75.7,Pediment. Artemis,1929,1929,1929,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,"Place made: North America, United States, Massachusetts, Northampton",1975-01-01,Photography
86232,x1975-75.15,West Frieze. The Horses of Athena,1929,1929,1929,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,"Place made: North America, United States, Massachusetts, Northampton",1975-01-01,Photography
86262,x1975-75.45,North Frieze. Two Giants with Spears and Shields. Heads,1929,1929,1929,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,"Place made: North America, United States, Massachusetts, Northampton",1975-01-01,Photography
50606,x1983-1329,Portrait—Mrs. C. H. White,1905,1905,1905,"Clarence H. White, American, 1871–1925",,,"Platinum print
",Photographs,,1983-01-01,Photography Archives
44117,x1983-504,Jane Felix White wearing veil,ca. 1900–1905,1900,1905,"Clarence H. White, American, 1871–1925",,,Cyanotype,Photographs,"Place made: North America, United States",1983-01-01,Photography Archives
44137,x1983-813,"White family house, Newark, Ohio",ca. 1900–1905,1900,1905,"Clarence H. White, American, 1871–1925",,,Platinum print,Photographs,"Place made: North America, United States, Ohio, Newark",1983-01-01,Photography Archives
25702,x1983-932,Portrait of Anne Gwendolyn White,1924,1924,1924,"Clarence H. White, American, 1871–1925",,,Unknown,Photographs,"Place made: North America, United States",1983-01-01,Photography Archives
40616,CHW 003,Jane Felix White [2 v],ca. 1908–1910,1908,0,"Clarence H. White, American, 1871–1925",,,Autochrome,Photographs,,,Photography Archives
25558,x1983-300,"Maynard and Lewis White, Maine",ca. 1907–1908,1907,1908,"Clarence H. White, American, 1871–1925",,,Platinum print,Photographs,"Place made: North America, United States, Maine",1983-01-01,Photography Archives
50623,x1983-1252,"Infant (Clarence H. White, Jr.?) [2/2]",1907,1907,1907,"Clarence H. White, American, 1871–1925",,,Platinum print,Photographs,"Place made: North America, United States",1983-01-01,Photography Archives
25593,CHW 004,Jane Felix White with Japanese umbrella,ca. 1908–1910,1908,0,"Clarence H. White, American, 1871–1925",,,Autochrome,Photographs,,,Photography Archives
43945,x1983-479,Jane Felix White seated on steps,ca. 1900–1905,1900,1905,"Clarence H. White, American, 1871–1925",,,Platinum print,Photographs,"Place made: North America, United States",1983-01-01,Photography Archives
86191,x1975-76.40,"Pilaster to Observer's Right. Lower Section, Including Base",1929,1929,1929,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,"Place made: North America, United States, Massachusetts, Northampton",1975-01-01,Photography
86250,x1975-75.33,East Frieze. Zeus. Whole,1929,1929,1929,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,"Place made: North America, United States, Massachusetts, Northampton",1975-01-01,Photography
86246,x1975-75.29,East Frieze. First Seated Goddess. (Aphrodite ?) Legs and Drapery,1929,1929,1929,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,"Place made: North America, United States, Massachusetts, Northampton",1975-01-01,Photography
86237,x1975-75.20,West Frieze. Aphrodite (?),1929,1929,1929,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,"Place made: North America, United States, Massachusetts, Northampton",1975-01-01,Photography
86193,x1975-76.42,Pilaster to Observer's Right. Small Vase and Sprays of Foliage,1929,1929,1929,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,"Place made: North America, United States, Massachusetts, Northampton",1975-01-01,Photography
86266,x1975-75.49,"North Frieze. Combat of Apollo, Artemis and Dionysus with Three Giants. Arm and Shield of Dionysus",1929,1929,1929,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,"Place made: North America, United States, Massachusetts, Northampton",1975-01-01,Photography
86264,x1975-75.47,North Frieze. Combat of Herakles and Cybele with Two Giants. Head of Herakles,1929,1929,1929,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,"Place made: North America, United States, Massachusetts, Northampton",1975-01-01,Photography
86274,x1975-75.57,North Frieze. Combat of Ares and Two Giants over the Body of a Fallen Giant. Fallen Giant,1929,1929,1929,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,"Place made: North America, United States, Massachusetts, Northampton",1975-01-01,Photography
86275,x1975-75.58,North Frieze. Combat of Hermes (?) and Two Giants. Head and Torso of Hermes (?),1929,1929,1929,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,"Place made: North America, United States, Massachusetts, Northampton",1975-01-01,Photography
50785,x1983-769,"Church, South Canaan, Connecticut [12/12]",ca. 1916,1916,1916,"Clarence H. White, American, 1871–1925",,,Gelatin silver print,Photographs,"Place made: North America, United States, Connecticut, South Canaan",1983-01-01,Photography Archives
42842,x1983-522,Letitia Felix in cloak [1/3],1898,1898,1898,"Clarence H. White, American, 1871–1925",,,Platinum print with graphite,Photographs,"Place made: North America, United States",1983-01-01,Photography Archives
129326,2010-102.22 h,Boys Wrestling,1905,1905,1905,"Clarence H. White, American, 1871–1925",,,Photogravure,Photographs,"Place made: North America, United States, New York, New York",2010-01-01,Photography
42883,x1983-500,"Untitled [Jean Reynolds in Newark, Ohio]",ca. 1905,1900,1910,"Clarence H. White, American, 1871–1925",,,Gum bichromate print,Photographs,"Place made: North America, United States, Ohio, Newark",1983-01-01,Photography Archives
50720,x1983-1094,Portrait of Augustus Thibaudeau [2/2],1915,1915,1915,"Clarence H. White, American, 1871–1925",,,Platinum print,Photographs,"Place made: North America, United States",1983-01-01,Photography Archives
50744,x1983-1049,Portrait of a seated man [13/17],ca. 1915,1915,1915,"Clarence H. White, American, 1871–1925",,,Platinum print,Photographs,"Place made: North America, United States",1983-01-01,Photography Archives
50383,x1983-570,The Round Table [2/3],1904,1904,1904,"Clarence H. White, American, 1871–1925",,,Unknown,Photographs,"Place made: North America, United States",1983-01-01,Photography Archives
39018,x1983-862,"Rocks and surf, Maine",ca. 1921,1921,1921,"Clarence H. White, American, 1871–1925",,,Unknown,Photographs,"Place made: North America, United States, Maine",1983-01-01,Photography Archives
50733,x1983-1038,Portrait of a seated man [2/17],ca. 1915,1915,1915,"Clarence H. White, American, 1871–1925",,,Platinum print,Photographs,"Place made: North America, United States",1983-01-01,Photography Archives
50503,x1983-1004,"Shipbuilding, Bath, Maine",1917,1917,1917,"Clarence H. White, American, 1871–1925",,,Hand-applied platinum print,Photographs,"Place made: North America, United States, Maine, Bath",1983-01-01,Photography Archives
40225,x1983-301,Processional at Barnard College,"1911, printed ca. 1924",1911,1911,"Clarence H. White, American, 1871–1925",,,Gelatin silver print,Photographs,"Place made: North America, United States, New York, New York",1983-01-01,Photography Archives
50519,x1983-1020,"Shipbuilding, Bath, Maine [48/55]",1917,1917,1917,"Clarence H. White, American, 1871–1925",,,Platinum print,Photographs,"Place made: North America, United States, Maine, Bath",1983-01-01,Photography Archives
50506,x1983-1007,"Shipbuilding, Bath, Maine",1917,1917,1917,"Clarence H. White, American, 1871–1925",,,Gelatin silver print,Photographs,"Place made: North America, United States, Maine, Bath",1983-01-01,Photography Archives
129320,2010-102.22 b,Morning,1906,1906,1906,"Clarence H. White, American, 1871–1925",,,Photogravure,Photographs,"Place made: North America, United States, Ohio, Newark",2010-01-01,Photography
39870,x1983-757,"Church, South Canaan, Connecticut [1/12]",ca. 1916,1916,1916,"Clarence H. White, American, 1871–1925",,,Platinum print,Photographs,"Place made: North America, United States, Connecticut, South Canaan",1983-01-01,Photography Archives
50768,x1983-751,"House and gardens in South Canaan, Connecticut [7/14]",ca. 1916,1916,1916,"Clarence H. White, American, 1871–1925",,,Platinum print,Photographs,"Place made: North America, United States, Connecticut, South Canaan",1983-01-01,Photography Archives
