objectid,objectnumber,title,displaydate,datebegin,dateend,displaymaker,displayculture,displayperiod,medium,classification,displaygeography,accessionyear,department
45240,PP282,"David Benton Jones, Class of 1876 (1848-1923)",1950,1950,1950,"Joseph Allworthy, after Gari Melchers, American, 1860–1932, American, 1897–1991",,,Oil on canvas,Paintings,,,American Art
45241,PP283,"Arthur E. Fox, Class of 1913",,1924,1927,"Dimitri Romanovsky, American, active 1924–1927, died 1971",,,Oil on canvas,Paintings,,,American Art
43910,PP285,Tablet: Colonial Dames of America,,1890,1906,,American,,Bronze,Reliefs,,,American Art
43911,PP286,Tablet: Memorial for William Francis Magie,ca. 1945,1943,1950,"Designer Edward Steese, American, 1903–1981",,,Marble,Reliefs,,,American Art
43912,PP287.1,One of a pair of tigers,1910,1910,1910,"Alexander Phimister Proctor, American, 1860–1950 | Gorham Manufacturing Co., American, established in 1831",,,Cast bronze,Sculpture,"Place located: North America, United States, New Jersey, Princeton, Nassau Hall, Princeton University",,American Art
86951,PP287.1-.2,Pair of tigers,1910,1910,1910,"Alexander Phimister Proctor, American, 1860–1950 | Gorham Manufacturing Co., American, established in 1831",,,Cast bronze,Sculpture,"Place located: North America, United States, New Jersey, Princeton, Nassau Hall, Princeton University",,American Art
57212,PP287.2,One of a pair of tigers,ca. 1910,1905,1910,"Alexander Phimister Proctor, American, 1860–1950 | Gorham Manufacturing Co., American, established in 1831",,,Cast bronze,Sculpture,"Place located: North America, United States, New Jersey, Princeton, Nassau Hall, Princeton Univerity",,American Art
57212,PP287.2,One of a pair of tigers,ca. 1910,1905,1910,"Alexander Phimister Proctor, American, 1860–1950 | Gorham Manufacturing Co., American, established in 1831",,,Cast bronze,Sculpture,"Place located: North America, United States, New Jersey, Princeton, Nassau Hall, Princeton Univerity",,American Art
43913,PP288,"Unknown Woman, Lady Playing Spinet",,1,1913,Unknown,,,Oil on canvas,Paintings,,,European Painting and Sculpture 
43914,PP289,"Unknown Woman, Lady Wearing a Ruff",,1587,1641,"possibly painted by Michiel Jansz. van Miereveld, Dutch, 1567–1641",,,Oil on canvas,Paintings,,,European Painting and Sculpture 
43915,PP29,"James Carnahan (1775–1859), Class of 1800, President (1823–54)",1850,1850,1850,"Edward Ludlow Mooney, American, 1813–1887",,,Oil on canvas,Paintings,,,American Art
43916,PP290,The Life of Joseph Henry  (1797-1878),,1899,1956,"Gifford Reynolds Beal, American, 1879–1956",,,Oil on canvas,Paintings,,,American Art
43926,PP296,"Unknown Man, Saint Michael",,1,1944,Unknown Italian artist,,,Oil on canvas,Paintings,,,European Painting and Sculpture 
43899,PP297,"Unknown Man, A Prelate",,1,1950,Unknown,,,Oil on canvas,Paintings,,,European Painting and Sculpture 
43927,PP298,Tiger,1944,1944,1944,"Charles R. Knight, American, 1874–1953 | Roman Bronze Works, New York",,,Bronze,Sculpture,"Place located: North America, United States, New Jersey, Princeton, Palmer Square",,American Art
43928,PP299,"Sir Hugh Stott Taylor (1890-    ), [David B. Jones, Professor of Chemistry, Dean of the Graduate School, 1945-1958]",,1935,1958,"Peter Geoffrey Cook, American, 1915–1992",,,Oil on canvas,Paintings,,,American Art
43929,PP3,"William III, Prince of Orange & and Nassau & King of England (1650-1702)",ca. 1912,1907,1917,"B. W. Weyers, Dutch, 1866–1949",,,Oil on canvas,Paintings,,,European Painting and Sculpture 
45292,PP30,"James Carnahan, Class of 1800 (1775-1859)",1851,1851,1851,American,,,Oil on canvas,Paintings,,,American Art
45293,PP300,Prince Corsini of Florence,,1626,1665,"attributed to Lorenzo Lippi, Italian, 1606–1665",,,Oil on canvas,Paintings,,,European Painting and Sculpture 
45294,PP301,"Unknown Woman, Dutch Lady",,1500,1699,"Possibly Michiel Jansz. van Miereveld or Pieter van Miereveld, Dutch, 1596–1623, Dutch, 1567–1641",,,Oil on canvas,Paintings,,,European Painting and Sculpture 
45295,PP302,Nathan Hale (1755-1776),1890,1890,1890,"Frederick William MacMonnies, American, 1863–1937",,,Bronze,Sculpture,,,American Art
45301,PP303,Isle of Capri: The Faraglioni,1870s,1870,1879,"William Stanley Haseltine, American, 1835–1900",,,Oil on canvas,Paintings,"Place depicted: Italy, Napoli, Capri, Faraglioni",,American Art
45296,PP304,Choice of Hercules,1819,1819,1819,"Thomas Sully, American, born England, 1783–1872",,,Oil on canvas,Paintings,,,American Art
45302,PP305,A Northwest Prospect of Nassau Hall Princeton N.J....,,0,0,Unknown,,,Watercolor and brown wash over pen and gray ink heightened by white gouache on ivory wove paper,Drawings,"Place depicted: North America, United States, New Jersey, Princeton, Princeton University",,Prints and Drawings
45303,PP306,"Unknown Woman, Young Noble Lady",17th century,1600,1699,Unknown French artist,,,Oil on canvas,Paintings,,,European Painting and Sculpture 
45377,PP307,David Hilbert (1862-1943),,1913,1976,"Peter Kirchhoff, German, 1893–1976",,,Bronze,Sculpture,,,American Art
86952,PP308.1-.2,Pair of lions,Before 1889,1889,1889,"Cast by J. L. Mott Ironworks | A. Schiffelman, German",,,Zinc covered in bronze lacquer and gold paint,Sculpture,,,European Painting and Sculpture 
45362,PP309.1,One of a pair of tigers,ca. 1911,1911,1911,"Frederick George Richard Roth, American, 1872–1944",,,Stone,Sculpture,,,American Art
57214,PP309.2,One of a pair of tigers,ca. 1911,1892,1911,"Frederick George Richard Roth, American, 1872–1944",,,Limestone,Sculpture,,,American Art
45380,PP31,"John Maclean (1800–1886), Class of 1816, President (1854–68)",1850,1850,1850,"Edward Ludlow Mooney, American, 1813–1887",,,Oil on canvas,Paintings,,,American Art
45381,PP310,The Chariot of Helios,,1876,1934,"Howard Russell Butler, American, 1856–1934",,,Oil on canvas,Paintings,,,American Art
45382,PP311,Prometheus Bound,,1908,1938,"William Scott Pyle, Class of 1911, American, 1888–1938",,,Oil on canvas,Paintings,,,American Art
45383,PP312,Tigers Drinking,,1867,1898,"John Macallan Swan, British, 1847–1910",,,Oil on canvas,Paintings,,,American Art
45384,PP313,The Christian Student,1909–10,1909,1910,"Daniel Chester French, American, 1850–1931",,,Bronze,Sculpture,,,American Art
45387,PP315,St. George Slaying the Dragon,,1890,1945,"Alexander Stirling Calder, American, 1870–1945",,,Lead ?,Sculpture,"Place located: North America, United States, New Jersey, Princeton, Princeton University",,American Art
45388,PP316,St. Michael Transfixing the Dragon,,1890,1945,"Alexander Stirling Calder, American, 1870–1945",,,Lead ?,Sculpture,"Place located: North America, United States, New Jersey, Princeton, Princeton University",,American Art
45386,PP317,Battle of Princeton,,1777,1963,Unknown,,,Stone,Reliefs,,,American Art
45363,PP318,Washington's Crossing,,1776,1963,,American,,Stone,Reliefs,,,American Art
45390,PP319,Homeric Story,1894,1894,1894,"J. A. Holzer, Swiss, 1858–1935",,,Mosaic,Mosaics,"Place located: North America, United States, New Jersey, Princeton, Alexander Hall, Princeton University",,American Art
45391,PP32,"John Maclean, Class of 1816 (1800-1886)",1873,1873,1873,"Edward Ludlow Mooney, American, 1813–1887",,,Oil on canvas,Paintings,,,American Art
45392,PP320,James V. Forrestal Class of 1915,1949,1949,1949,"Raymond P. R. Neilson, American, 1881–1964",,,Oil on canvas,Paintings,,,American Art
45393,PP321,Pinnated Grouse,,1805,1851,"John James Audubon, American, 1785–1851",,,"Colored lithograph (elephant folio), reproduction?",Prints,,,Prints and Drawings
45394,PP322,Ruffled Grouse,,1805,1851,"John James Audubon, American, 1785–1851",,,"Colored lithograph (elephant folio), reproduction?",Prints,,,Prints and Drawings
45395,PP323,Virginian Partridge,,1805,1851,"John James Audubon, American, 1785–1851",,,"Colored lithograph (elephant folio), reproduction?",Prints,,,Prints and Drawings
45397,PP325,Gloria Obscured (Sunflowers),,1948,1992,"John Bratby, British, 1928–1992",,,Oil on canvas,Paintings,,,European Painting and Sculpture 
45398,PP326,Triassic Life of Germany,,1827,1894,"Benjamin Waterhouse Hawkins, British, 1807–1894",,,Oil on canvas,Paintings,,,European Painting and Sculpture 
45399,PP327,The Glacial Epoch in Europe,1877,1877,1877,"Benjamin Waterhouse Hawkins, British, 1807–1894",,,Oil on canvas,Paintings,,,European Painting and Sculpture 
45401,PP328,Tertiary Mammals of Europe,,1827,1894,"Benjamin Waterhouse Hawkins, British, 1807–1894",,,Oil on canvas,Paintings,,,European Painting and Sculpture 
45402,PP329,Early Jurassic Marine Reptiles,1876,1876,1876,"Benjamin Waterhouse Hawkins, British, 1807–1894",,,Oil on canvas,Paintings,,,European Painting and Sculpture 
45403,PP33,"John Maclean, Class of 1816 (1800-1886)",1874,1874,1874,"Charles Calverley, American, 1833–1914",,,Marble,Sculpture,,,American Art
45408,PP330,Triassic Life of Great Britain,1887,1887,1887,"Benjamin Waterhouse Hawkins, British, 1807–1894",,,Oil on canvas,Paintings,,,European Painting and Sculpture 
45409,PP331,Pleistocene Edentates of Patagoni,,1827,1894,"Benjamin Waterhouse Hawkins, British, 1807–1894",,,Oil on canvas,Paintings,,,European Painting and Sculpture 
45410,PP332,Irish Elk and Palaeolithic Hunter,,1827,1894,"Benjamin Waterhouse Hawkins, British, 1807–1894",,,Oil on canvas,Paintings,,,European Painting and Sculpture 
45412,PP333,Moas of Prehistoric New Zealand,,1827,1894,"Benjamin Waterhouse Hawkins, British, 1807–1894",,,Oil on canvas,Paintings,,,European Painting and Sculpture 
45413,PP334,Silurian Shore at Low Tide,1875,1875,1875,"Benjamin Waterhouse Hawkins, British, 1807–1894",,,Oil on canvas,Paintings,,,European Painting and Sculpture 
45414,PP335,Carboniferous Coal Swamp,1875,1875,1875,"Benjamin Waterhouse Hawkins, British, 1807–1894",,,Oil on canvas,Paintings,,,European Painting and Sculpture 
45415,PP336,Cretaceous Life of New Jersey,1877,1877,1877,"Benjamin Waterhouse Hawkins, British, 1807–1894",,,Oil on canvas,Paintings,"Place depicted: United States, New Jersey",,European Painting and Sculpture 
45416,PP337,Devonian Life of the old red sandstone,1876,1876,1876,"Benjamin Waterhouse Hawkins, British, 1807–1894",,,Oil on canvas,Paintings,,,European Painting and Sculpture 
45417,PP338,Attack in Pleistocene England,,1827,1894,"Benjamin Waterhouse Hawkins, British, 1807–1894",,,Oil on canvas,Paintings,,,European Painting and Sculpture 
45418,PP339,Pleistocene Fauna of Asia,,1827,1894,"Benjamin Waterhouse Hawkins, British, 1807–1894",,,Oil on canvas,Paintings,,,European Painting and Sculpture 
45419,PP34,James McCosh (1811-1894),1873,1873,1873,"Joseph Alexis Bailly, American, born in France, 1825–1883",,,Marble,Sculpture,,,American Art
45420,PP340,Jurassic Life of Europe,1877,1877,1877,"Benjamin Waterhouse Hawkins, British, 1807–1894",,,Oil on canvas,Paintings,,,European Painting and Sculpture 
45421,PP341,Madonna,,1,1944,Unknown,,,Terracotta,Sculpture,,,American Art
45423,PP342,Alexander at the Battle of the Granicus,,0,0,"after Charles Le Brun, 1619–1690",,,Tapestry,Textiles,,,(not assigned)
45404,PP343,"Hamilton Murray, Class of 1872 (1850-1873)",,1870,1879,Unknown American artist,,,Crayon,Drawings,,,Prints and Drawings
45424,PP344,Henry G. Marquand,1896,1896,1896,"John White Alexander, American, 1856–1915",,,Oil on canvas,Paintings,,,American Art
45425,PP345,Leaping Tiger,1925,1925,1925,"Charles R. Knight, American, 1874–1953",,,Bronze,Sculpture,,,American Art
45429,PP349,"Solar Eclipse, 1932",1932,1932,1932,"Howard Russell Butler, American, 1856–1934",,,Oil on canvas,Paintings,"Place made: United States, Maine, York Harbor",,American Art
45406,PP35,James McCosh (1811-1894),1889,1889,1889,"Augustus Saint-Gaudens, American, born Ireland 1848–1907",,,Bronze,Sculpture,,,American Art
45430,PP350,Approach of the Moon's Shadow,1918,1918,1918,"Howard Russell Butler, American, 1856–1934",,,Oil on canvas,Paintings,"Place depicted: United States, Oregon",,American Art
45428,PP351,"Solar Eclipse, Lompoc 1923",1923,1923,1923,"Howard Russell Butler, American, 1856–1934",,,Oil on canvas,Paintings,"Place depicted: United States, California, Lompoc",,American Art
129850,PP351/2/7,Solar Eclipse,1918–25,1918,1925,"Howard Russell Butler, American, 1856–1934",,,Oil on canvas (triptych),Paintings,"Place made: United States, Oregon",,American Art
45431,PP352,Solar Eclipse,1925,1925,1925,"Howard Russell Butler, American, 1856–1934",,,Oil on canvas,Paintings,"Place depicted: United States, Connecticut, Middletown",,American Art
45432,PP353,Earth as Seen from the Moon,ca. 1920,1915,1925,"Howard Russell Butler, American, 1856–1934",,,Oil on wood panel,Paintings,,,American Art
45432,PP353,Earth as Seen from the Moon,ca. 1920,1915,1925,"Howard Russell Butler, American, 1856–1934",,,Oil on wood panel,Paintings,,,American Art
45434,PP354,Mars as seen from Phobos,,1876,1934,"Howard Russell Butler, American, 1856–1934",,,Oil on canvas,Paintings,,,American Art
45435,PP355,Mars as seen from Deimos,,1876,1934,"Howard Russell Butler, American, 1856–1934",,,Oil on canvas,Paintings,,,American Art
44714,PP356,"Northern Lights, Ogunquit, Maine",,1876,1934,"Howard Russell Butler, American, 1856–1934",,,Oil on canvas,Paintings,"Place depicted: United States, Maine, Ogunquit",,American Art
44715,PP357,Solar Eclipse,1918,1918,1918,"Howard Russell Butler, American, 1856–1934",,,"Oil on canvas, left panel of triptych",Paintings,"Place depicted: United States, Oregon",,American Art
44716,PP358,The Eagle Prominence,1918,1918,1918,"Howard Russell Butler, American, 1856–1934",,,Oil on canvas,Paintings,"Place depicted: United States, Oregon",,American Art
44717,PP359,"Howard Russell Butler, Class of 1876 (1856-1934) (self-portrait)",,1876,1934,"Howard Russell Butler, American, 1856–1934 | Person depicted: Howard Russell Butler, American, 1856–1934",,,Oil on canvas,Paintings,,,American Art
44718,PP36,James McCosh (1811-1894),1889,1889,1889,"Augustus Saint-Gaudens, American, born Ireland 1848–1907",,,Bronze,Reliefs,"Place located: North America, United States, New Jersey, Princeton, University Chapel, Princeton University",,American Art
44719,PP360,"Herbert S. Langfeld, 1879-1958",1949,1949,1949,"Wilford Seymour Conrow, American, 1880–1957",,,Oil on canvas,Paintings,,,American Art
44666,PP363,Interior of Princeton University Chapel,,1913,1942,"Cram and Ferguson, architects, Boston, founded 1913",,,Watercolor,Drawings,"Place depicted: United States, New Jersey, Princeton, Princeton University Chapel, Princeton University",,Prints and Drawings
44722,PP364,"James V. Forrestal, Class of 1915",ca. 1958,1953,1958,"Elisabeth Gordon, American, 1913–2006",,,Bronze,Sculpture,"Place located: North America, United States, New Jersey, Princeton, Engineering Quad, Princeton University",,American Art
44667,PP365,"James V. Forrestal, Class of 1915",,1926,1952,"Albert Murray, American, 1906–1952",,,Oil on canvas,Paintings,,,American Art
44723,PP366,Richard L. (Lounsbery) Perry (1906-1929),1931,1931,1931,"John St. Helier Lander, British, 1868–1944",,,Oil on canvas,Paintings,,,American Art
44724,PP367,Ordovician Seashore,1927,1927,1927,"Charles R. Knight, American, 1874–1953",,,Oil on canvas,Paintings,,,American Art
45407,PP368,Moas,,1894,1948,"Charles R. Knight, American, 1874–1953",,,Oil on canvas,Paintings,,,American Art
45436,PP369,Chicago Coral Reef,,1894,1948,"Charles R. Knight, American, 1874–1953",,,Oil on canvas,Paintings,,,American Art
45437,PP37,"James McCosh (1811–1894), President (1868–88)",1886,1886,1886,"John White Alexander, American, 1856–1915",,,Oil on canvas,Paintings,,,American Art
45438,PP370,Blue Green Algae Pools,1927,1927,1927,"Charles R. Knight, American, 1874–1953",,,Oil on canvas,Paintings,,,American Art
45439,PP371,Lions,,1,1964,F. von Dombyark,,,Oil on canvas,Paintings,,,American Art
45440,PP372,World before Life,,1894,1948,"Charles R. Knight, American, 1874–1953",,,Oil on canvas,Paintings,,,American Art
45440,PP372,World before Life,,1894,1948,"Charles R. Knight, American, 1874–1953",,,Oil on canvas,Paintings,,,American Art
45441,PP373,"Miocene or Early Pliocene, Four Tusked Elephants, North America (Great Plains)",1932,1932,1932,"Charles R. Knight, American, 1874–1953",,,Oil on canvas,Paintings,,,American Art
45442,PP374.1,"Devonian Period, New York",,1894,1953,"Charles R. Knight, American, 1874–1953",,,Oil on canvas,Paintings,,,American Art
55350,PP374.2,"Triasic Period, South Africa",,1894,1953,"Charles R. Knight, American, 1874–1953",,,Oil on canvas,Paintings,,,American Art
55351,PP374.3,"Permian Period, Texas",1931,1931,1931,"Charles R. Knight, American, 1874–1953",,,Oil on canvas,Paintings,,,American Art
55352,PP374.4,"Jurassic Period, England",,1894,1953,"Charles R. Knight, American, 1874–1953",,,Oil on canvas,Paintings,,,American Art
55353,PP374.5,"Jurassic Period, Colorado",1931,1931,1931,"Charles R. Knight, American, 1874–1953",,,Oil on canvas,Paintings,,,American Art
55354,PP374.6,"Cretaceous Period, Kansas",1921,1921,1921,"Charles R. Knight, American, 1874–1953",,,Oil on canvas,Paintings,,,American Art
55355,PP374.7,"Cretaceous Period, Alberta",1931,1931,1931,"Charles R. Knight, American, 1874–1953",,,Oil on canvas,Paintings,,,American Art
55356,PP374.8,"Cretaceous Period, Montana",1928,1928,1928,"Charles R. Knight, American, 1874–1953",,,Oil on canvas,Paintings,,,American Art
55357,PP374.9,"Cretaceous Period, Mongolia",,1894,1953,"Charles R. Knight, American, 1874–1953",,,Oil on canvas,Paintings,,,American Art
45443,PP375.10,"Jurassic Period, Germany",,1894,1953,"Charles R. Knight, American, 1874–1953",,,Oil on canvas,Paintings,,,American Art
55842,PP375.11,"Jurassic Period, Utah",,1904,1953,"Charles R. Knight, American, 1874–1953",,,Oil on canvas,Paintings,,,American Art
45445,PP376.12,"Eocene Epoch, Utah",,1904,1953,"Charles R. Knight, American, 1874–1953",,,Oil on canvas,Paintings,,,American Art
55843,PP376.13,"Eocene Epoch, Alabama",,1904,1953,"Charles R. Knight, American, 1874–1953",,,Oil on canvas,Paintings,,,American Art
55358,PP377.14,"Oligocen Epoch, South Dakota",1931,1931,1931,"Charles R. Knight, American, 1874–1953",,,Oil on canvas,Paintings,,,American Art
45446,PP377.15,"Miocene Epoch, Nebraska",,1904,1953,"Charles R. Knight, American, 1874–1953",,,Oil on canvas,Paintings,,,American Art
55844,PP377.16,"Pleistocene Epoch, New Jersey",1919 ?,1919,1919,"Charles R. Knight, American, 1874–1953",,,Oil on canvas,Paintings,,,American Art
55359,PP377.17,"Pleistocene Epoch, California",1931,1931,1931,"Charles R. Knight, American, 1874–1953",,,Oil on canvas,Paintings,,,American Art
55360,PP377.18,"Pleistocene Epoch, Europe",,1904,1953,"Charles R. Knight, American, 1874–1953",,,Oil on canvas,Paintings,,,American Art
55845,PP377.19,"Pleistocene Epoch, Argentina",,1894,1953,"Charles R. Knight, American, 1874–1953",,,Oil on canvas,Paintings,,,American Art
45447,PP378.20,"Pleistocene Epoch, New York",,1894,1953,"Charles R. Knight, American, 1874–1953",,,Oil on canvas,Paintings,,,American Art
45447,PP378.20,"Pleistocene Epoch, New York",,1894,1953,"Charles R. Knight, American, 1874–1953",,,Oil on canvas,Paintings,,,American Art
55846,PP378.21,"Pleistocene Epoch, Australia",1949,1949,1949,"Charles R. Knight, American, 1874–1953",,,Oil on canvas,Paintings,,,American Art
45451,PP379.22,"Pleistocene Epoch, Ireland",,1894,1953,"Charles R. Knight, American, 1874–1953",,,Oil on canvas,Paintings,,,American Art
55847,PP379.23,"Pleistocene Epoch, Austria",,1894,1953,"Charles R. Knight, American, 1874–1953",,,Oil on canvas,Paintings,,,American Art
45448,PP38,James McCosh (1811-1894),,1878,1897,"John Massey Rhind, American, born Scotland, 1860–1936 | Located in East Pyne Tower",,,Stone,Sculpture,"Place located: North America, United States, New Jersey, Princeton, East Pyne Hall, Princeton University",,American Art
45449,PP380,"Hobart Amory Hare ""Hobie"" Baker (1892-1918)",1947,1947,1947,"Robert Bruce Moyer, American, 1913–1969",,,Oil on canvas,Paintings,,,American Art
45453,PP383,"Nassau Hall, Princeton University, 1756-1900",1900,1900,1900,"Harry Fenn, American, 1845–1911",,,Watercolor,Drawings,"Place depicted: United States, New Jersey, Princeton, Princeton University",,Prints and Drawings
45456,PP385,"Portrait of Andrew Fleming West, Class of 1874",,1900,1999,"Holston, Active 20th century",,,Black and white chalk,Drawings,,,Prints and Drawings
45457,PP386,"Ashbel Green (1762–1848), Class of 1783, President (1812–22)",,1782,1848,Unknown American artist,,,Oil on canvas,Paintings,,,American Art
45459,PP388,"Philip K. Hitti (1886-1978), First Director of Program in Near Eastern Studies",1955,1955,1955,"Lester W. Bentley, American, 1908–1972",,,Oil on canvas,Paintings,,,American Art
45461,PP39,James McCosh (1811-1894),1875,1875,1875,"Alexander Hay Ritchie, American, 1822–1895",,,Oil on canvas,Paintings,,,American Art
45473,PP396,Chalfant Robinson (1871-1947),1948 ?,1936,1948,"William Chadwick, American, 1879–1962",,,Oil on canvas,Paintings,,,American Art
45468,PP397,"John Foster Dulles, 1888-1959",1959,1959,1959,"William F. Draper, American, 1912–2003",,,Oil on canvas,Paintings,,,American Art
45474,PP398,John Witherspoon (1723-1794),,1743,1960,Unknown,,,Oil on canvas,Paintings,,,American Art
45475,PP399,"Portrait of Moses Taylor Pyne, Class of 1877",,1877,1945,L. Bilvon,,,Crayon,Drawings,,,Prints and Drawings
45469,PP40,"Francis Landey Patton (1843–1932), President (1888–1902)",1901–02,1901,1902,"John White Alexander, American, 1856–1915",,,Oil on canvas,Paintings,,,American Art
45470,PP400,Coney Island,1941,1941,1941,"Charles Morris Ayer, American, 1903–1942",,,Oil on canvas,Paintings,,,American Art
45471,PP401,"[James] Bayard Henry, Class of 1876 (1857-1926)",,1855,1906,"Susan Farnam, American, 1835–1906",,,Bronze,Sculpture,,,American Art
44707,PP402,"George B. McClellan, Jr., Class of 1886",1931,1931,1931,"K. Fazaro, active 1931",,,Bronze,Sculpture,,,American Art
44709,PP403,The Battle of Princeton,ca. 1782,1777,1787,"James Peale, American, 1749–1831",,,Oil on canvas,Paintings,,,American Art
44711,PP404,"Unknown Man, Duke Cigone of Verona (?)",17th century?,1670,1700,Unknown Dutch artist,,,Oil on canvas,Paintings,,,European Painting and Sculpture 
44712,PP405,"Unknown Man, Lord High Chancellor of England",1930,1930,1930,"Alfred Edmund Dyer, British, 1884–ca. 1955 | after WIlliam Owen, British, 1769–1825",,,Oil on canvas,Paintings,,,European Painting and Sculpture 
44708,PP406,Prometheus,,1635,1673,"Salvator Rosa, Italian, 1615–1673",,,Oil on canvas,Paintings,,,American Art
44713,PP407,"Theodoric Bland Pryor, Class of 1870 (1851-1871)",1873,1873,1873,"Marie Gordon Pryor, active 1873",,,Crayon (on photographic enlargement?),Drawings,,,Prints and Drawings
44688,PP408,James McCosh (1811-1894),1891,1891,1891,"Alban Jasper Conant, American, 1821–1915",,,Oil on canvas,Paintings,,,American Art
45092,PP409,The Yellow Tree,1940,1940,1940,"Cleve Gray, American, 1918–2004",,,Oil on canvas,Paintings,,,American Art
45083,PP41,"Woodrow Wilson, Class of 1879 (1856-1924)",ca. 1900,1895,1905,Unknown,,,Oil on canvas,Paintings,,,American Art
45093,PP410,"Unknown Man, Cleric (?)",,1610,1945,Unknown American artist,,,Oil on canvas,Paintings,,,American Art
45084,PP411,Unknown Man,,1836,1893,"William Thurston Black, American, 1816–1893",,,Oil on canvas,Paintings,,,American Art
45094,PP412,Elizabeth Stockton Green (Mrs. Ashbel Green),,1750,1954,Unknown American artist,,,Oil on canvas,Paintings,,,American Art
45085,PP413,Dolley Payne (Mrs. James) Madison (1768-1849),,1802,1825,"Jacob Cist, After Gilbert Stuart, American, 1755–1828, American, 1782–1825",,,Oil on canvas,Paintings,,,American Art
45095,PP414,[Stephen] Grover Cleveland (1837-1908),1882,1882,1882,"Napoleon Sarony, American, born Canada, 1821–1896",,,Pastel on photographic enlargement,Drawings,,,Prints and Drawings
45096,PP415,Mathew Carey (1760-1839),,1921,1989,"Adrian Lamb, American, 1901–1989",,,Oil on canvas,Paintings,,,American Art
45097,PP416,Henry Charles Carey (1793-1879),,1921,1989,"Adrian Lamb, American, 1901–1989",,,Oil on canvas,Paintings,,,American Art
45098,PP417,"John Sharpenstein Hager, Class of 1836 (1818-1890)",,1838,1950,Unknown American artist,,,Oil on canvas,Paintings,,,American Art
45100,PP418,"John Sharpenstein Hager, Class of 1836 (1818-1890)",,1858,1915,"David Dalhoff Neal, American, 1838–1915",,,Oil on canvas,Paintings,,,American Art
45101,PP419,"Ralph Sansbury, Steward of Nassau Hall, 1805-1808, 1808-1816",,0,0,Unknown,,,Pastel on paper,Drawings,,,Prints and Drawings
45102,PP42,"Woodrow Wilson, Class of 1879 (1856-1924)",1906,1906,1906,"Fred B. Yates, British, 1854–1919",,,Oil on canvas,Paintings,,,European Painting and Sculpture 
45103,PP420,"Unknown Woman, Lady",,1610,1964,Unknown,,,Oil on canvas,Paintings,,,American Art
45104,PP421,"Unknown Man, Young Man",1851,1851,1851,Unknown,,,Oil on canvas,Paintings,,,American Art
45108,PP422,"John Maclean, Class of 1816 (1800-1886)",,0,0,Unknown,,,Crayon on photographic enlargement,Drawings,,,Prints and Drawings
45109,PP423,"Frederick Frelinghuysen Cornell, Class of 1825 (1804-1882)",,1824,1954,Unknown American artist,,,Oil on canvas,Paintings,,,American Art
45111,PP424,"The Battle of Kennesaw Mountain, Georgia, June 27, 1864",,1864,1930,"Thure de Thulstrup, American, born Sweden, 1848–1930",,,Oil on canvas,Paintings,,,American Art
45112,PP425,Princeton University Chapel Interior,1935,1935,1935,"Christine Shelton Crouse Josselyn, active ca. 1935",,,Oil on canvas,Paintings,"Place depicted: North America, United States, New Jersey, Princeton, Princeton University, Princeton University Chapel",,American Art
45105,PP426,Unknown Man,19th century,1800,1899,Unidentified American artist,,,Oil on canvas,Paintings,,,American Art
45106,PP427,Tennis Player Serving,1941,1941,1941,"James Edward Davis, American, 1901–1974",,,Watercolor on paper,Paintings,,,American Art
45114,PP429,"James Madison, Class of 1771 (1751-1836)",,1795,1852,"John Vanderlyn, American, 1775–1852",,,Oil on canvas,Paintings,,,American Art
45107,PP43,"Woodrow Wilson, Class of 1879 (1856-1924)",,1872,1942,"Stanley Grant Middleton, American, 1852–1942",,,Oil on canvas,Paintings,,,American Art
45125,PP439,"Harold H. Bender, Professor of Indo-Germanic Philology; Founder and Chairman of the Department of Oriental Languages and Literature; 1927-1944 (1882 - 1951)",,1935,1969,"Peter Geoffrey Cook, American, 1915–1992",,,Oil on canvas,Paintings,,,American Art
45129,PP440,"Jonathan Edwards (1703-1758), copy of portrait by Joseph Badger(?)",,1728,1765,"after Joseph Badger, American, 1708–1765",,,Oil on canvas,Paintings,,,American Art
45130,PP441,Sarah Pierpont Edwards (wife of Jonathan Edwards),,1730,1963,,,,Oil on canvas,Paintings,,,American Art
45131,PP442,"John Armstrong, Class of 1776 (didn't graduate)",,1795,1852,"John Vanderlyn, American, 1775–1852",,,Oil on canvas,Paintings,,,American Art
45133,PP443,"Woodrow Wilson [?], Class of 1879 (1856-1924)",,1876,1964,"formerly attributed to Robert Henri, American, 1865–1929",,,Oil on canvas,Paintings,,,American Art
45134,PP444,"William Cooper Proctor, Class of 1883 (1862-1934) [Benefactor of Procter Hall]",1964,1964,1964,"Adrian Lamb, American, 1901–1989",,,Oil on canvas,Paintings,,,American Art
45482,PP45,"Woodrow Wilson, Class of 1879 (1856-1924)",1916,1916,1916,"Jo Davidson, American, 1883–1952",,,Bronze,Sculpture,,,American Art
45487,PP454,"Landscape, Brook with Trees",,1876,1934,"Howard Russell Butler, American, 1856–1934",,,Oil on canvas,Paintings,,,American Art
45493,PP455,"Seascape (Golden Sunrise or Heavy Surf at Sunrise, Me. Coast)",,1876,1934,"Howard Russell Butler, American, 1856–1934",,,Oil on canvas,Paintings,,,American Art
45494,PP458,"[Newton] Booth Tarkington, Class of 1893 (non graduate) (1869-1946)",1937,1937,1937,"Donald M. Mattison, American, 1905–1975",,,Oil on canvas,Paintings,,,American Art
