objectid,objectnumber,title,displaydate,datebegin,dateend,displaymaker,displayculture,displayperiod,medium,classification,displaygeography,accessionyear,department
34977,1999-48,Drue,1992,1992,1992,"Leonora Carrington, British, active Mexico and United States, 1917–2011",,,Color lithograph,Prints,"Place made: North America, United States, California, San Francisco",1999-01-01,Prints and Drawings
40124,2001-71,El osito que no puede desahogarse (The Teddy Bear That Can't Chill Out),1982,1982,1982,"Julio Galán, Mexican, 1958–2006",,,Oil on canvas,Paintings,"Place made: North America, Mexico, Nuevo Leon, Probably Monterrey",2001-01-01,Modern and Contemporary Art
81285,2012-97,"El migrante (The migrant), Cañon Zapata, Tijuana, Baja California, México","1987, printed 2011",1987,1987,"Elsa Medina, Mexican, born 1952",,,Gelatin silver print,Photographs,"Place depicted: North America, Mexico, Tijuana",2012-01-01,Photography
102727,2014-49,Vessel in the form of two ducks,200 B.C.–A.D. 200,-200,200,,Comala,Late Formative,Ceramic with black and red slips,Ceramic,"Place made: North America, Mexico, Colima, West Mexico",2014-01-01,Art of the Ancient Americas
34944,1999-46,La mujer de la jungla IV (The Woman of the Jungle IV),1988,1988,1988,"Gunther Gerzso, Mexican, 1915–2000 | Printed by De Soto Workshop",,,Color lithograph,Prints,"Place made: North America, United States, California, San Francisco",1999-01-01,Prints and Drawings
39889,2001-139,Winter (Invierno),1947–49,1947,1949,"Remedios Varo, Spanish, active Mexico, 1908–1963",,,Gouache,Drawings,"Place made: South America, Venezuela",2001-01-01,Prints and Drawings
8627,1997-45,Mujer con alacranes (Woman with Scorpions),1979,1979,1979,"Francisco Toledo, Mexican, 1940–2019",,,Mixografía,Prints,"Place made: North America, Mexico, Oaxaca, Oaxaca CIty",1997-01-01,Prints and Drawings
57963,2010-2,Fotoescultura portrait of a man,ca. 1940,1935,1945,,Mexican artist,,Gelatin silver print with applied color and wood frame,Photographs,"Place made: North America, Mexico",2010-01-01,Photography
40047,2001-56,"Good Night, They Said",1996,1996,1996,"Leonora Carrington, British, active Mexico and United States, 1917–2011",,,Mixed media on canvas board,Paintings,"Place made: North America, Mexico, Probably Mexico City",2001-01-01,Modern and Contemporary Art
51109,2006-94,Narcissus,2005,2005,2005,"Vik Muniz, American, born Brazil, 1961",,,Chromogenic print,Photographs,"Place made: South America, Brazil, Rio de Janeiro",2006-01-01,Photography
40078,2001-95,"Man from Tehuantepec (Study for ""Baile"")",1928,1928,1928,"Diego Rivera, Mexican, 1886–1957",,,Watercolor and black crayon,Drawings,"Place made: North America, Mexico",2001-01-01,Prints and Drawings
8460,1997-44,Standing female nude with raised arms,1965,1965,1965,"Francisco Zúñiga, Costa Rican, active Mexico, 1912–1998",,,"Watercolor, brown pastel, and charcoal",Drawings,"Place made: North America, Mexico, Mexico City",1997-01-01,Prints and Drawings
38499,1999-175,"Reclining female figure (mural study for Tehuantepec panels, Ministry of Public Education, Mexico City)",1923,1923,1923,"Diego Rivera, Mexican, 1886–1957",,,Watercolor and graphite,Drawings,"Place made: North America, Mexico, Mexico City",1999-01-01,Prints and Drawings
35895,1998-150,Bird Bath,1978,1978,1978,"Leonora Carrington, British, active Mexico and United States, 1917–2011",,,Color screenprint,Prints,"Place made: North America, United States, California, Possibly San Francisco",1998-01-01,Prints and Drawings
43027,2006-50,Utopiancannibal.org,2000,2000,2000,"Enrique Chagoya, American, born Mexico City, 1953 | Printed and published by Shark's Ink",,,Lithograph and woodcut with chine collé,Prints,"Place made: North America, United States, Colorado, Lyons",2006-01-01,Prints and Drawings
40059,2001-57,Sunday,1978,1978,1978,"Leonora Carrington, British, active Mexico and United States, 1917–2011 | Printed by Kyron, S.A.",,,Lithograph,Prints,"Place made: North America, Mexico, Mexico City",2001-01-01,Prints and Drawings
93618,2013-118,Male-figure with cup and club,200 B.C.–A.D. 250,-200,250,,,Late Formative (San Sebastián Red style),Red-slipped ceramic with resist-slipped black designs,Sculpture,"Place made: North America, Mexico, Jalisco/Nayarit border, Magdalenas basin",2013-01-01,Art of the Ancient Americas
40042,2001-50,Ya viene (It Comes Now),1999,1999,1999,"José Bedia, Cuban, active United States, born 1959",,,Watercolor wash and black pastel,Drawings,"Place made: North America, United States, Florida, Probably Miami",2001-01-01,Prints and Drawings
19066,x1994-85,Temenos,1992,1992,1992,"Leonora Carrington, British, active Mexico and United States, 1917–2011",,,"Color lithograph
",Prints,"Place made: North America, United States, California, San Francisco",1994-01-01,Prints and Drawings
34943,1999-45,Muro blanco (White Wall),1988,1988,1988,"Gunther Gerzso, Mexican, 1915–2000 | Printed by De Soto Workshop",,,Color lithograph,Prints,"Place made: North America, United States, California, San Francisco",1999-01-01,Prints and Drawings
16984,x1992-136,La endecha (The Lament),1978,1978,1978,"Carlos Mérida, Guatemalan, active Mexico, 1891–1984",,,Color screenprint,Prints,"Place made: North America, United States, California, Los Angeles",1992-01-01,Prints and Drawings
81865,2013-40,"Sandino, Estelí, Nicaragua","1984, printed 2013",1984,1984,"Pedro Meyer, Mexican, born Spain, 1935",,,Inkjet print,Photographs,"Place depicted: North America, Nicaragua, Esteli",2013-01-01,Photography
52956,2007-92,Retrieval of a drowned person in Lake Xochimilco with the public reflected in the water (Rescate de un ahogado en Xochimilco con público reflejado en el agua),"1960, printed 2006",1960,1960,"Enrique Metinides, Mexican, born 1934",,,Gelatin silver print,Photographs,"Place made: North America, Mexico, Mexico City",2007-01-01,Photography
135586,2019-31,El botellón (The Large Bottle),1962,1962,1962,"Kati Horna, Hungarian, active Mexico, 1912–2000",,,Gelatin silver print,Photographs,"Place made: North America, Mexico, Probably Mexico City",2019-01-01,Photography
40091,2001-67,Poseida,1950s,1950,1959,"José Luis Cuevas, Mexican, 1934–2017",,,"Brush and black ink and black, brown, and ochre wash",Drawings,"Place made: North America, Mexico, Mexico City",2001-01-01,Prints and Drawings
42955,2006-38,About the Apocalypse,2004–05,2004,2005,"Catalina Chervin, Argentinian, born 1953",,,"Black ink, grey wash, graphite, and charcoal",Drawings,"Place made: South America, Argentina, Buenos Aires",2006-01-01,Prints and Drawings
36125,1998-153,Cabeza sobre fondo azul (Head on Blue Background),1984,1984,1984,"Rufino Tamayo, Mexican, 1899–1991 | Printed by Mixografia",,,Mixografía,Prints,"Place made: North America, Mexico, Mexico City",1998-01-01,Prints and Drawings
81860,2013-60,"Y es plata, cemento o risa (And it is silver, cement, or laughter)",1987,1987,1987,"Pablo Ortiz Monasterio, Mexican, born 1952",,,Gelatin silver print,Photographs,"Place depicted: North America, Mexico, Mexico City",2013-01-01,Photography
35920,1998-149,Crookhey Hall,1987,1987,1987,"Leonora Carrington, British, active Mexico and United States, 1917–2011",,,Color lithograph,Prints,"Place depicted: Europe, England, Cockerham, Crookhey Hall",1998-01-01,Prints and Drawings
40049,2001-59,Niños desamparados (Helpless Children),1938,1938,1938,"Jean Charlot, French and American, active Mexico and United States, 1898-1979",,,Oil on canvas,Paintings,"Place made: North America, United States, New York, Probably New York",2001-01-01,Modern and Contemporary Art
40247,2001-133,La niña del acuario (The Girl of the Aquarium),1977,1977,1977,"Francisco Toledo, Mexican, 1940–2019",,,"Etching, aquatint, stencil and gold foil",Prints,"Place made: North America, Mexico, Oaxaca, Oaxaca City",2001-01-01,Prints and Drawings
81861,2013-61,D.F.,1987,1987,1987,"Pablo Ortiz Monasterio, Mexican, born 1952",,,Gelatin silver print,Photographs,"Place depicted: North America, Mexico, Mexico City",2013-01-01,Photography
40054,2001-45,Composición (Composition),1946,1946,1946,"Julio Alpuy, Uruguayan, 1919–2009 | Taller Torres García, Uruguayan, active 1944 - 1963",,,Watercolor,Drawings,"Place made: South America, Uruguay, Montevideo",2001-01-01,Prints and Drawings
40058,2001-55,Red Horses of the Sidhe,1996,1996,1996,"Leonora Carrington, British, active Mexico and United States, 1917–2011",,,Mixed media on canvas board,Paintings,"Place made: North America, Mexico, Probably Mexico CIty",2001-01-01,Modern and Contemporary Art
28089,2014-26,Bowl with figures in relief,A.D. 700–1000,700,1000,,Classic Veracruz (Rio Blanco style),Late Classic to Epiclassic,Molded and carved buff ceramic with traces of red pigment,Ceramic,"Place made: North America, Mexico, Veracruz, Gulf Coast",2014-01-01,Art of the Ancient Americas
