objectid,objectnumber,title,displaydate,datebegin,dateend,displaymaker,displayculture,displayperiod,medium,classification,displaygeography,accessionyear,department
6355,x1948-1026,Standing Female Nude,,1911,1948,"Bernard Meninsky, British, 1891–1950",,,Graphite and wash,Drawings,,1948-01-01,Prints and Drawings
30926,y1968-237,Maremme #1,1961,1961,1961,"Cleve Gray, American, 1918–2004",,,Oil on canvas,Paintings,,1968-01-01,American Art
7376,x1948-1759,"Poseidon defending a woman against Pan, from a series of eleven medallions with classical subjects",19th century,1800,1899,"formerly attributed to John Flaxman, British, 1755–1826",British,,"Pen and black ink, brown wash over graphite",Drawings,,1948-01-01,Prints and Drawings
137523,2020-91,"New York Times, Saturday, September 7, 1996",1996,1996,1996,"Nicky Nodjoumi, Iranian American, born 1942",,,"Gouache, acrylic, and graphite on newsprint",Paintings,"Place made: North America, United States, New York, New York",2020-01-01,Modern and Contemporary Art
42324,2004-8,Rattle in the form of a ballgame ball,1200–900 B.C.,-1200,-900,,Olmec,Formative,Ceramic,Ceramic,"Place excavated: North America, Mexico",2004-01-01,Art of the Ancient Americas
42503,2004-59,Morning Mist,1904,1904,1904,"Ernest Lawson, American, born in Canada, 1873–1939",,,Oil on canvas,Paintings,,2004-01-01,American Art
35713,PU 5372,Spoon,before 1885,1830,1885,,Tlingit,,Wood,Tools / Equipment / Implements,Place collected: North America,,Art of the Ancient Americas
35857,PU 5412,Yéts' shál (black horn spoon),before 1883,1850,1883,,probably Tlingit,,Mountain goat horn,Tools / Equipment / Implements,"Place collected: North America, United States, Southeast Alaska",,Art of the Ancient Americas
33897,y1993-39,Fragment: head,20th century,1900,1993,formerly attributed to Nok culture artist,,,Terracotta,Sculpture,"Place made: Africa, Reportedly produced in Nigeria",1993-01-01,African and Oceanic Art
7859,x1948-458,Project for the decoration of the Galerie of the Chateau de Tanlay,1646,1646,1646,"Remy Vuibert (or studio), French, ca. 1600–1652",,,"Pen and brown ink, brown wash, heightened with white gouache",Drawings,,1948-01-01,Prints and Drawings
85395,x1975-Beato album 2,Photographs of Egypt: Cairo to Luxor,ca. 1855,1850,1860,"Felice Beato, British, ca. 1830–1908",,,Album of albumen prints,Photographs,,1975-01-01,Photography
12391,x1971-546,Portrait of a man,,1563,1619,"Etienne Dumonstier II, French, ca. 1540–1603 | formerly attributed to Francois Quesnel, French, 1543–1619",,,"Black, red, and yellow chalk",Drawings,,1971-01-01,Prints and Drawings
33553,y1992-10,Earring,late 4th–early 3rd century B.C.,-329,-271,,"Greek, Tarentine",Hellenistic,Gold,Ornament,"Place made: Europe, Taranto, Apulia",1992-01-01,"Ancient, Byzantine, and Islamic Art"
29790,y1965-83 a-b,Chariot fittings (jian),early 10th century B.C.,-1000,-951,,Chinese,"Western Zhou dynasty, 11th century–771 B.C.",Bronze,Metal,"Place made: Asia, China",1965-01-01,Asian Art
18497,x1994-129,The Portrait,1984,1984,1984,"Tina Barney, American, born 1945",,,Chromogenic print,Photographs,,1994-01-01,Photography
45650,PP575,George Washington (1732-1799),,1844,1864,"William Sanford Mason, American, 1824–1864",,,Oil on canvas,Paintings,,,American Art
23740,y1951-42,Red-figured pelike: Eros and woman,ca. 345–325 B.C.,-345,-325,Minor Darian,"South Italian, Apulian",,Ceramic,Ceramic,"Place made: Europe, Apulia, South Italy",1951-01-01,"Ancient, Byzantine, and Islamic Art"
137752,2020-351,"Garden State Parkway Toll Plaza, Asbury, NJ",1977,1977,1977,"Saul Steinberg, American, born Romania, 1914–1999",,,"Watercolor, ink, colored pencil, and graphite, with collage",Drawings,"Place depicted: North America, United States, New Jersey, Asbury",2020-01-01,Prints and Drawings
28820,y1961-43 a-b,Black glazed lekanis,late 5th century B.C.,-429,-401,,"Greek, Attic",,Ceramic,Ceramic,,1961-01-01,"Ancient, Byzantine, and Islamic Art"
23689,y1948-58,Head of a goat,ca. 1–37  A.D.,1,37,,Roman,Julio-Claudian,Greek marble,Sculpture,,1948-01-01,"Ancient, Byzantine, and Islamic Art"
13484,1997-83,"Wynoochee Falls, Olympic National Forest",1993,1993,1993,"Barbara Bosworth, American, born 1953",,,Gelatin silver print,Photographs,,1997-01-01,Photography
10445,x1962-9,Summer Benediction,,1913,1962,"Charles Ephraim Burchfield, American, 1893–1967",,,Lithograph,Prints,,1962-01-01,Prints and Drawings
55495,2008-61,Untitled,1992,1992,1992,"Adam Fuss, British, born 1961",,,Dye destruction print,Photographs,"Place made: North America, United States",2008-01-01,Photography
35661,PU 5197,Kawóot (bead) key string with blue and white stripes,before 1886,1800,1886,,Tlingit,,"Glass beads, thread, calico clasp",Ornament,"Place collected: North America, Laaxaayík Kwáan (Yakutat)",,Art of the Ancient Americas
28240,y1959-111,Saint Balbina,17th century,1600,1699,"Unknown artist | formerly attributed to Bartolomé Pérez, Spanish, 1634–1693 | formerly attributed to Vincente Lopez  y Terrin",,,Oil on canvas,Paintings,"Place made: Europe, Spain, Seville, Monasterio de Santa Clara",1959-01-01,European Painting and Sculpture 
57949,PU 7801,Effigy figurine of a standing man with open mouth and arms,ca. 1878,1873,1883,,Pueblo,Historic,"Orange ceramic with red paint on face, color not uniform through out",Ceramic,"Place made: North America, United States, New Mexico, Tesuque Pueblo, Tesuque valley",,Art of the Ancient Americas
13432,x1976-103,The Little Venice,1880,1880,1880,"James McNeill Whistler, American, 1834–1903",,,Etching,Prints,"(not assigned): Europe, Italy, Venice",1976-01-01,Prints and Drawings
107690,2014-122,"Colonial Interior Scene, Girl at Table",ca. 1900–1905,1895,1910,"Wallace Nutting, American, 1861–1941",,,Gelatin silver print with applied color,Photographs,"Place made: North America, United States",2014-01-01,Photography
135824,L.2019.37.6,The Cow-pock – or – The wonderful effects of the new inoculation,1802,1802,1802,"James Gillray, British, 1757–1815",,,Hand-colored etching,Prints,,,Exhibitions
36353,1998-284.8,Henry's Arrival on the Art World Causes Gravity,1997,1997,1997,"James Rosenquist, American, 1933–2017 | Printed at Universal Limited Art Editions (ULAE)",,,Color lithograph on Arches Cover paper,Prints,"Place made: North America, United States, New York, New York",1998-01-01,Prints and Drawings
33236,y1988-5,"Fragment of a large skyphos or krater, attributed to the Lentini-Manfria Group: Birth of Dionysos",350–325 B.C.,-350,-325,,"South Italian, Sicilian",,Ceramic,Ceramic,"Place made: Europe, Sicily, Southern Italy",1988-01-01,"Ancient, Byzantine, and Islamic Art"
38745,1999-251,Fragment of a standing figure,1200–900 B.C.,-1200,-900,,Tlatilco,Early Formative,Ceramic,Ceramic,"Place made: North America, Mexico, Mexico, D.F., Central Mexico, Tlatilco",1999-01-01,Art of the Ancient Americas
28565,y1961-32,Monadnock - Trees Against Sky,,1902,1961,"Rockwell Kent, American, 1882–1971",,,Oil on canvas,Paintings,"Place depicted: North America, United States, Vermont, Monadnock Mountain",1961-01-01,American Art
32968,y1986-134,Grotesque Male Head,4th century,300,399,,Roman,,Terracotta,Ceramic,"Place collected: Europe, Greece, Athens",1986-01-01,"Ancient, Byzantine, and Islamic Art"
49662,2006-286,Untitled,1964,1964,1964,"John Loring, American, born 1939",,,Lithograph in three colors,Prints,"Place made: North America, United States",2006-01-01,Prints and Drawings
134357,L.2018.9.2,Students at Princeton University protest the war in Vietnam,1968,1968,1968,Unknown photographer,,,Gelatin silver print,Photographs,,,Exhibitions
23378,y1947-285,Landscape,1366,1366,1366,"Zhao Yong  趙雍, attributed to, ca. 1290 - ca. 1360",Chinese,"Yuan dynasty, 1260–1368",Hanging scroll; ink on silk,Paintings,"Place made: Asia, China",1947-01-01,Asian Art
134614,2020-279,Retablo of Josefina Pérez V.,1979,1979,1979,Anonymous,,,Oil on metal,Paintings,,2020-01-01,Modern and Contemporary Art
55516,2008-54,Jar with four lug handles (kandila),ca. 3000–2800 B.C.,-3000,-2800,,Aegean,Early Cycladic I,Marble,Containers,,2008-01-01,"Ancient, Byzantine, and Islamic Art"
19536,1996-313,The Three Graces,1777,1777,1777,"Charles Joseph Dominique Eisen, French, 1720–1778",,,Etching on laid paper tinted green,Prints,,1996-01-01,Prints and Drawings
130319,2017-190,"Boy with June Bug, Fort Scott, Kansas","1963, printed 2014",1963,1963,"Gordon Parks, American, 1912–2006",,,Inkjet print,Photographs,"Place made: North America, United States, Kansas, Fort Scott",2017-01-01,Photography
136921,2019-420,Buildings on one of the Greek islands,,1952,2019,"Charles Rumph, American, 1932–2019",,,Gelatin silver print,Photographs,"Place made: Europe, Greece",2019-01-01,Photography
33332,y1990-44,The Brazen Serpent,1549,1549,1549,"Maarten van Heemskerck, Dutch, 1498–1574",,,"Oil on wood panel, transferred to canvas",Paintings,,1990-01-01,European Painting and Sculpture 
35821,PU 5328,Tobacco mortar,before 1882,1870,1882,,attributed Haida,,Wood,Tools / Equipment / Implements,"Place made: North America, United States, Southeast Alaska",,Art of the Ancient Americas
40432,x1983-1258,Untitled [Lola la Flamenca],1909,1909,1909,"Clarence H. White and, American, 1871–1925 | Paul Burty Haviland, French, 1880–1950",,,Platinum print,Photographs,"Place made: North America, United States",1983-01-01,Photography Archives
35281,1997-619,Celt,900–600 B.C.,-900,-600,,Olmec style,Middle Formative,Stone,Ceremonial Objects,"Place made: North America, Mexico, Puebla, Gulf Coast, Las Bocas",1997-01-01,Art of the Ancient Americas
134400,2018-101,Study for men's dress,ca. 1894,1889,1899,"Henry Holiday, British, 1839–1927",,,Graphite,Drawings,"Place made: Europe, England, London",2018-01-01,Prints and Drawings
45429,PP349,"Solar Eclipse, 1932",1932,1932,1932,"Howard Russell Butler, American, 1856–1934",,,Oil on canvas,Paintings,"Place made: United States, Maine, York Harbor",,American Art
135630,2019-130,New Yorkers reading of President John F. Kennedy's assassination,"November 22, 1963",1963,1963,"Ralph Morse, American, 1917–2014",,,Gelatin silver print,Photographs,"Place depicted: North America, United States, New York, New York",2019-01-01,Photography
137003,L.2020.7.3,"Untitled [Police dogs are turned onto protesters by order of Eugene “Bull” Connor, Commissioner of Public Safety, during a Civil Rights demonstration, Birmingham, Alabama]","May 3, 1963",1963,1963,"Charles Moore, American, 1931–2010",,,Gelatin silver print,Photographs,,,Exhibitions
40980,2002-69,Tunic with bands of stylized monkeys,A.D. 800–1000,800,1000,,Wari,,Camelid wool and cotton,Textiles,"Place made: South America, Peru",2002-01-01,Art of the Ancient Americas
7462,x1948-1839,Wall Design for a Grotto or Casino,late 16th century,1550,1599,Unknown Italian artist,,,"Pen, brown ink and brown wash over black chalk sketch",Drawings,,1948-01-01,Prints and Drawings
27068,y1955-3279,Chest,15th century,1400,1499,,Italian,,Wood with wrought iron hardware,Furniture,,1955-01-01,European Painting and Sculpture 
19501,y1930-334,Black-figure/White-ground neck-amphora: Silenus/Warriors,ca. 500–480 B.C.,-550,-430,,"Greek, Attic",,Ceramic,Ceramic,,1930-01-01,"Ancient, Byzantine, and Islamic Art"
134170,2019-452,Design for a stage set,,1727,1794,"Bernardino Galliari, Italian, 1707–1794",,,"Brown ink, gray wash, and graphite",Drawings,,2019-01-01,Prints and Drawings
24531,y1954-100,Aryballos in the form of a kneeling figure with a jar,6th century B.C.,-600,-501,,East Greek,,Faience,Faience,"Place excavated: Egypt, Tall al 'Amārinah",1954-01-01,"Ancient, Byzantine, and Islamic Art"
35820,PU 5327,Pipe bowl,before 1882,1860,1882,,probably Tlingit,,"Wood, copper, and brass",Tools / Equipment / Implements,"Place collected: North America, United States, Southeast Alaska",,Art of the Ancient Americas
135190,2018-132,Red-figure Nolan Amphora: Nike pouring a libation of wine and young male running,ca. 480–475 B.C.,-485,-470,"by a follower of the Berlin Painter, Greek, Attic, ca. 505–465 B.C.","Greek, Attic",,Ceramic,Ceramic,,2018-01-01,"Ancient, Byzantine, and Islamic Art"
135956,2019-309,Bowl with russet splashes,,960,1279,,Chinese,"Song dynasty, 960–1279",Cizhou ware; stoneware with black and russet glaze,Ceramic,,2019-01-01,Asian Art
8627,1997-45,Mujer con alacranes (Woman with Scorpions),1979,1979,1979,"Francisco Toledo, Mexican, 1940–2019",,,Mixografía,Prints,"Place made: North America, Mexico, Oaxaca, Oaxaca CIty",1997-01-01,Prints and Drawings
29319,y1964-2,Horse and rider,ca. 570,565,575,,Chinese,"Eastern Han or Three Kingdoms period, A.D. 205-280 | Northern Qi, 550–577",Dark gray clay with red and pink slip,Ceramic,"Place made: Asia, China",1964-01-01,Asian Art
34085,y33,Virgin of the Passion,late 15th century,1451,1492,"Andrea Rico di Candia, Cretan, active 1451–1492",,,Tempera on wood panel,Paintings,,,"Ancient, Byzantine, and Islamic Art"
32314,y1977-1,Christ the Redeemer,,1598,1650,"Matteo Rosselli, Italian, 1578–1650",,,Oil on canvas,Paintings,,1977-01-01,European Painting and Sculpture 
26842,y1959-21,Lamp (Corinth Type XXIV),1st century A.D.,0,99,,Roman,,Ceramic,Ceramic,,1959-01-01,"Ancient, Byzantine, and Islamic Art"
134345,2018-62,"Pyramid of Protest, Grant Park during the 1968 Democratic National Convention","1968, printed 1972",1968,1968,"Fred W. McDarrah, American, 1926–2007 | for The Village Voice",,,Gelatin silver print,Photographs,"Place depicted: North America, United States, Illinois, Chicago",2018-01-01,Photography
32736,y1986-33,Red-figure bell-krater: two satyrs practicing divination with draughts,ca. 380–370 B.C.,-380,-370,attributed to the Dolon Painter,"South Italian, Lucanian",,Ceramic,Ceramic,"Place made: Apulia, Lucania, Southern Italy",1986-01-01,"Ancient, Byzantine, and Islamic Art"
55803,2008-321,Un Ballo in Maschera (A Masked Ball),2004,2004,2004,"Yinka Shonibare CBE, British, born 1962",,,High definition digital video,Time-based works,,2008-01-01,Modern and Contemporary Art
13986,x1978-22,Profile head of young woman,,1811,1863,"Maria Ellenrieder, Swiss, 1791–1863",,,"Graphite, black and red crayon",Drawings,,1978-01-01,Prints and Drawings
41050,2002-141,"Podocarpus Cubes, California Plaza, Los Angeles, CA (June 2000) from the series Extreme Horticulture",2000,2000,2000,"John Pfahl, American, born 1939",,,Chromogenic print,Photographs,,2002-01-01,Photography
35651,PU 5283,Model canoe,before 1882,1870,1882,,"Tlingit, Sitka",,"Wood, red and black paint",Model,"Place collected: North America, United States, Alaska",,Art of the Ancient Americas
19430,y1930-137,"Tsuba, sword guard",,1600,1912,,Japanese,"Edo period, 1615–1868 | Meiji period, 1868–1912",Iron with gold,Weapons and Armor,"Place made: Asia, Japan",1930-01-01,Asian Art
135353,2020-313,Retablo of María Concepción Reyna,1975,1975,1975,Anonymous,,,Oil on metal,Paintings,,2020-01-01,Modern and Contemporary Art
33239,y1989-51,Waterspout in the form of a hound,early 1st century A.D.,1,29,,Roman,,Terracotta,Ceramics,,1989-01-01,"Ancient, Byzantine, and Islamic Art"
32117,y1987-72,Five Forms,1953,1953,1953,"Jane Teller, American, 1911–1990",,,Persimmon wood and cast stone,Sculpture,,1987-01-01,American Art
137392,2020-5.40,100 Boots Taking The Hill (2),1972,1972,1972,"Eleanor Antin, American, born 1935 | Photographs by Philip Steinmetz, American, 1944–2013",,,Postcard,Photographs,"Place depicted: North America, United States, California, Solana Beach",2020-01-01,Photography
21916,y1942-9,Landscape: Lake Scenery,undated,1605,1664,"Lan Ying 藍 瑛, 1585–ca. 1664",Chinese,"Ming dynasty, 1368–1644",Hanging scroll; ink and color on silk,Paintings,"Place made: Asia, China",1942-01-01,Asian Art
33697,y1992-36,Bridge spout vessel depicting a human,A.D. 1100–1450,1100,1450,,Diaguita,Late Agricultural-Ceramic (Diaguitas II),Ceramic with polychrome slip,Ceramic,"Place excavated: South America, Chile, Coquimbo Province, Norte chico, Cerrillos de Rapel",1992-01-01,Art of the Ancient Americas
31805,y1977-36,Bust of a Young Woman,,0,0,,Italian,,Red-buff clay; with wood base,Sculpture,,1977-01-01,European Painting and Sculpture 
42080,2003-224,Funerary mouth band,late 6th–early 5th century B.C.,-529,-471,,Northern Greek,,Hammered gold,Ornament,Place made: Northern Greece,2003-01-01,"Ancient, Byzantine, and Islamic Art"
19596,y1934-52 pp,Scarab,"1336–1069 B.C., probably 1336–1186 B.C.",-1336,-1069,,Egyptian,"New Kingdom, 18th-20th Dynasties, not before the reign of Tutankhamun | probably late 18th Dynasty to 19th Dynasty","Faience, with remnants of red glaze",Faience,,1934-01-01,"Ancient, Byzantine, and Islamic Art"
35114,PU 5061,Medicine man's crown headdress with claws and buttons,before 1885,1860,1885,,probably Tlingit,,"Copper, brass, and wood",Sculpture,"Place made: North America, United States, Alaska",,Art of the Ancient Americas
7717,x1948-403,Antique statue of a seated roman emperor,1752–56,1752,1756,"Augustin Pajou, French, 1730–1809",,,Black chalk and gray wash,Drawings,,1948-01-01,Prints and Drawings
35564,PU 5109,Pair of small earrings,before 1885,1860,1885,,Tlingit,,Silver,Ornament,"Place collected: North America, Sheet'ká Ḵwáan (Sitka)",,Art of the Ancient Americas
108197,2015-9 a-e,The Means to an End ... a Shadow Drama in Five Acts,1995,1995,1995,"Kara Walker, American, born 1969 | Printed by Steve Campbell | Published by Landfall Press, Inc., American, founded 1970",,,Hard-ground etching and aquatint,Prints,"Place made: North America, United States",2015-01-01,Prints and Drawings
19782,y1930-489,Jar with painted boats,ca. 3650–3300 B.C.,-3650,-3300,,Egyptian,"Predynastic Period, Naqada II c-d",Ceramic,Ceramic,,1930-01-01,"Ancient, Byzantine, and Islamic Art"
43492,2004-455,Female statuette,ca. 600–550 B.C.,-600,-550,,"Greek, Boeotian",,Terracotta,Ceramic,Place made: Boeotia,2004-01-01,"Ancient, Byzantine, and Islamic Art"
28283,y1958-96,Young Girl in Black,ca. 1845,1840,1850,Unidentified American artist,,,Oil on canvas,Paintings,,1958-01-01,American Art
31698,y1978-27,Christ Carrying the Cross,16th century,1500,1599,"formerly attributed to Hans Leinberger, German, ca. 1520",,,Boxwood with remains of polychrome and gilding,Sculpture,,1978-01-01,European Painting and Sculpture 
137514,2020-82,"New York Times, Saturday, August 24, 1996",1996,1996,1996,"Nicky Nodjoumi, Iranian American, born 1942",,,"Gouache, acrylic, and graphite on newsprint",Paintings,"Place made: North America, United States, New York, New York",2020-01-01,Modern and Contemporary Art
19332,y1929-9,Fibula,ca. 600,595,605,,Lombard,,Bronze plated with silver,Ornament,Place made: Italy,1929-01-01,European Painting and Sculpture 
51275,2006-490,Untitled,1960s,1960,1969,"Toshiko Takaezu, American, 1922–2011",,,Stoneware,Ceramics,"Place made: North America, United States",2006-01-01,Modern and Contemporary Art
16376,x1986-18,Self-Portrait,1986,1986,1986,"Carla Williams, American, born 1965",,,Gelatin silver print,Photographs,"Place made: North America, United States",1986-01-01,Photography
32329,y1977-83,Untitled,1974,1974,1974,"Chryssa, American, born Greece, 1933–2013",,,"Canvas, board, paint, laminate, plywood, plexiglas, pencil and neon tubing",Sculpture,,1977-01-01,American Art
19695,y1930-442,Head of a man,late 1st century B.C.–early 1st century A.D.,-29,29,,Roman,,Dark brownish basalt,Sculpture,Place excavated: Syria,1930-01-01,"Ancient, Byzantine, and Islamic Art"
33808,y1993-37,Curved tubular bead with incised depiction of the serpent god,900–400 B.C.,-900,-400,,Olmec,Middle Formative,Jade with cinnabar,Jades,"Place made: North America, Mexico, possibly Gulf Coast",1993-01-01,Art of the Ancient Americas
19094,y109,Reliquary cross with St. Peter,10th–12th century,900,1199,,,Middle Byzantine,Bronze,Metal,Place made: Palestine,,"Ancient, Byzantine, and Islamic Art"
40196,2001-101,La maceta (The Flowerpot),1996,1996,1996,"Cecilio Sánchez, Mexican, born 1957",,,Watercolor,Drawings,"Place made: North America, Mexico, Oaxaca",2001-01-01,Prints and Drawings
23602,y1948-3,"The Lighthouse, Honfleur",,1856,1897,"Homer Dodge Martin, American, 1836–1897",,,Oil on wood panel,Paintings,"Place depicted: Europe, France, Normandy, Honfleur",1948-01-01,American Art
35124,PU 3927,Mask,before 1882,1750,1882,,Tlingit,,Copper,Masks,Place collected: North America,,Art of the Ancient Americas
65727,2012-23,Fisherman's House (Fischerhaus),1908,1908,1908,"Gabriele Münter, German, 1877–1962",,,Oil on board,Paintings,,2012-01-01,European Painting and Sculpture 
27114,y1955-3269,Madonna and Child,14th century,1300,1399,,French,,Stone with traces of polychromy,Sculpture,"Place made: Europe, France",1955-01-01,European Painting and Sculpture 
107471,2015-5,Mask (Gugwang),19th-20th century,1850,1950,,,,"Wood, paint, and coal tar",Masks,"Place made: Africa, Nigeria",2015-01-01,African and Oceanic Art
25073,y1954-71,Chariot Yoke Ornament in the Shape of a Large Recumbent Doe,5th–4th century BC,-500,-301,,Chinese,"Western Han dynasty, 206 B.C.–A.D. 9",Bronze,Metal,"Place made: Asia, China, China-Siberia border",1954-01-01,Asian Art
35074,PU 3951,Mask,before 1882,1870,1882,,Tlingit,,"Wood with green, red, and black paint",Masks,"Place collected: North America, Xunaa Ḵwáan (Hoonah)",,Art of the Ancient Americas
23393,y1947-291,Flying Geese and Lotuses,undated,1368,1644,Anonymous,Chinese,"Ming dynasty, 1368–1644",Hanging scroll; ink and color on paper,Paintings,"Place made: Asia, China",1947-01-01,Asian Art
34137,y1994-77,"Still Life with Shells, Fruit, and Flowers",ca. 1630–40,1630,1640,"Balthasar van der Ast, Dutch, 1593/4–1657",,,Oil on wood panel,Metal,,1994-01-01,European Painting and Sculpture 
7122,x1948-1682,Triumphal Arch Surmounted by Britannia,,1775,1826,"John Flaxman, British, 1755–1826",,,"Recto: Graphite and black ink
Verso: Graphite",Drawings,,1948-01-01,Prints and Drawings
45164,PP271,"James Monroe, Fifth President of the United States (1758-1831)",,1801,1840,"John Wesley Jarvis, after John Vanderlyn, American, 1775–1852, American, 1781–1840",,,Oil on canvas,Paintings,,,American Art
42538,2004-69,"Chandler Boulevard, from the series The Valley",2000,2000,2000,"Larry Sultan, American, 1946–2009",,,Chromogenic print,Photographs,,2004-01-01,Photography
133924,2020-383,Four Rocks,1773,1773,1773,"Yosa Buson 与謝蕪村, 1716–1783",Japanese,"Edo period, 1615–1868",Hanging scroll; ink and light color on paper,Paintings,"Place made: Asia, Japan",2020-01-01,Asian Art
42732,2006-25,Hollow tomb brick with stamped designs,,-206,220,,Chinese,"Han dynasty, 206 B.C.-A.D. 220",Earthenware with stamped designs,Architectural Elements,Place made: China,2006-01-01,Asian Art
30390,y1966-21,Mrs. William Peartree Smith (née Mary Bryant 1719-1811),,1754,1767,"John Wollaston, British, fl. 1734–67, active in the United States",,,Oil on canvas,Paintings,,1966-01-01,American Art
45261,PP226,Annis Boudinot (Mrs. Richard) Stockton (1736-1801),,1736,1767,Unidentified American artist,,,Oil on canvas,Paintings,,,American Art
19628,y1934-60,Engraved gem: man in boat,,-700,500,,Roman,,Carnelian,Gems,,1934-01-01,"Ancient, Byzantine, and Islamic Art"
62893,2011-117,Century Vase,ca. 1876–77,1876,1877,"Designed by Karl L.H. Müller, American, born Germany, 1820–1887 | Manufactured by Union Porcelain Works, Brooklyn, NY, 1863–ca. 1922 | Person depicted: George Washington, American, 1732–1799",,,Porcelain,Ceramic,"Place made: United States, New York, Greenpoint, Brooklyn, New York, Union Porcelain Works",2011-01-01,American Art
24489,y1954-124,Hemispherical bowl,3rd–2nd century B.C.,-300,-101,,Greek,,Bronze,Metal,,1954-01-01,"Ancient, Byzantine, and Islamic Art"
33677,y1993-138,Luster frieze tile with poetic inscription and mythical birds (Simurgh),late 13th century,1250,1299,,Iranian,,Ceramic,Ceramics,Place made: Western Iran,1993-01-01,"Ancient, Byzantine, and Islamic Art"
9796,x1957-120,"Study from the Nude (Man sitting on Ground) (Bartsch 196, second of two states; H. 221; Muntz 137 II)",1646,1646,1646,"Rembrandt van Rijn, Dutch, 1606–1669",,,Etching and engraving; second of two states; watermark: fragmentary,Prints,,1957-01-01,Prints and Drawings
6551,x1948-1590,Man with a lance,,1754,1802,"George Romney, British, 1734–1802",,,"Pen and brown ink, brown wash over graphite",Drawings,,1948-01-01,Prints and Drawings
135894,2019-280,Untitled 68,1996,1996,1996,"Brad Cole, American, born 1911",,,Gelatin silver print,Photographs,,2019-01-01,Photography
35843,PU 5379,Five small spoons,before 1885,1870,1885,,probably Tlingit,,Wood,Tools / Equipment / Implements,"Place collected: North America, United States, Southeast Alaska",,Art of the Ancient Americas
64679,2012-54,A Philosopher Shewing an Experiment on the Air Pump,1769,1769,1769,"Valentine Green, British, 1739–1813 | after Joseph Wright of Derby, English, 1734–1797",,,Mezzotint,Prints,"Place made: Europe, England, London",2012-01-01,Prints and Drawings
19222,y1929-206,Antefix: Female head,late 6th–early 5th century B.C.,-550,-450,,Etruscan,,Terracotta,Ceramics,,1929-01-01,"Ancient, Byzantine, and Islamic Art"
129585,2017-23,Adam and Eve,1965,1965,1965,"Uche Okeke, Nigerian, 1933–2016",,,Oil on board,Paintings,"Place made: Africa, Nigeria, Nsukka",2017-01-01,Modern and Contemporary Art
35094,PU 5257,Naaxein (Chilkat) dance apron,before 1885,1750,1885,,probably Tlingit,,"Moutain goat wool with pigments, cedar bark, deer hide",Textiles,"Place collected: North America, United States, Southeast Alaska",,Art of the Ancient Americas
137130,L.2020.4.75,"Spread from “Letters to the Editors,” Life","April 10, 1944",1944,1944,,,,Illustrated periodical,Ephemera,,,Exhibitions
49695,2006-319,January 1980,1982,1982,1982,"Robert Petersen, American, born 1945 | Printed and published by Untitled Press",,,Etching and color aquatint with hand-coloring and collage,Prints,"Place made: North America, United States, Florida, Captiva Island",2006-01-01,Prints and Drawings
125886,2016-184,Tubular bead,1000 B.C.–A.D. 1000,-1000,1000,,Costa Rican,Period IV or Period V,Jade,Jades,"Place made: North America, Costa Rica",2016-01-01,Art of the Ancient Americas
45210,PP197,"William Allen Butler, Jr., Class of 1876  (1853-1923) (brother of artist)",,1876,1924,"Howard Russell Butler, American, 1856–1934",,,Oil on canvas,Paintings,,,American Art
33630,y1992-61,"Balsamarium in the form of a hunchback, adapted for use as a steelyard weight",late 2nd century A.D.,171,199,,Roman,,Bronze and lead,Metal,,1992-01-01,"Ancient, Byzantine, and Islamic Art"
36232,PU 8247,Hand axe,before 1903,1903,1903,,probably ancestral Eskimo,,Fossilized walrus ivory,Tools / Equipment / Implements,"Place collected: North America, United States, Alaska, North Alaska",,Art of the Ancient Americas
10685,x1966-22,A Naturalist's Specimens,1873,1873,1873,"Frederick S.  Flockton, British, act. mid-19th century",,,Watercolor,Drawings,,1966-01-01,Prints and Drawings
62230,1998-80 u,Letter,,1624,1644,"Guang Lu 鄺露, 1604–1650",Chinese,"Ming dynasty, 1368–1644",Album leaf (kai); ink on paper,Paintings,"Place made: Asia, China",1998-01-01,Asian Art
6934,x1948-1618,Standing women and children,,1754,1802,"George Romney, British, 1734–1802",,,Pen and brown ink over graphite,Drawings,,1948-01-01,Prints and Drawings
4255,x1942-99,Illustration for Hesiod and the Muses,,0,0,"after John Flaxman, British, 1755–1826",,,Graphite,Drawings,,1942-01-01,Prints and Drawings
137491,2020-59,"New York Times, Sunday, May 26, 1996",1996,1996,1996,"Nicky Nodjoumi, Iranian American, born 1942",,,"Gouache, acrylic, and graphite on newsprint",Paintings,"Place made: North America, United States, New York, New York",2020-01-01,Modern and Contemporary Art
22079,y1945-274,"Nydia, the Blind Flower Girl of Pompeii",after original model of 1855,1855,1892,"Randolph Rogers, American, 1825–1892",,,Marble,Sculpture,"Place made: North America, United States",1945-01-01,American Art
35375,PU 5085,"Shaman's amulet with carving of two ravens, octopus tentacle, and land otter",before 1882,1830,1882,,Tlingit,,Walrus ivory,Ceremonial Objects,Place collected: North America,,Art of the Ancient Americas
135927,2019-289,Padlock with dragon and cloud designs,,1392,1910,,Korean,"Joseon dynasty, 1392–1910",Iron with silver inlay,Metal,,2019-01-01,Asian Art
19942,y1932-1 a,Fragment of a bowl,late 1st century B.C.–early 1st century A.D.,-29,29,,,Roman Imperial,"Translucent amber-colored glass; opaque white, yellow, and blue glass",Glass,Place made: Probably Italy,1932-01-01,"Ancient, Byzantine, and Islamic Art"
